"id","collection_id","element_id","element_type"
"4261","2","19487","Book"
"4268","2","19489","Book"
"4269","23","7175","Book"
"4270","16","7624","Book"
"4271","16","3365","Film"
"4272","27","3365","Film"
"4273","3","3365","Film"
"4274","3","6608","Book"
"4275","11","7260","Book"
"4276","1","2195","Book"
"4277","47","7579","Book"
"4278","11","7579","Book"
"4279","4","14976","Book"
"4280","22","18983","Book"
"4281","3","18983","Book"
"4283","2","19525","Book"
"4285","2","19526","Book"
"4287","2","19527","Book"
"4288","3","19528","Book"
"4290","1","19529","Book"
"4292","2","19530","Book"
"4294","2","19532","Book"
"4296","2","19533","Book"
"4298","1","19534","Book"
"4300","1","19535","Book"
"4302","2","19536","Book"
"4305","24","7778","Book"
"4306","1","3269","Film"
"4308","1","5646","Film"
"4309","1","5053","Film"
"4310","1","8993","Film"
"4311","1","907","Film"
"4312","1","7592","Film"
"4314","1","8995","Film"
"4316","3","6411","Book"
"4317","3","6695","Film"
"4318","3","18564","Book"
"4319","4","18022","Book"
"4320","12","17983","Book"
"4321","1","17945","Book"
"4323","10","8998","Film"
"4324","32","3923","Book"
"4325","36","6245","Film"
"4326","23","6245","Film"
"4327","43","50","Film"
"4328","1","18609","Book"
"4329","1","18608","Book"
"4330","1","18712","Book"
"4331","17","1011","Game"
"4332","30","1011","Game"
"4333","17","8650","Game"
"4334","17","2281","Game"
"4335","17","3370","Game"
"4336","17","7828","Game"
"4337","17","9640","Game"
"4338","17","3199","Game"
"4339","17","8407","Game"
"4340","47","18574","Book"
"4341","11","18573","Book"
"4342","47","18573","Book"
"4343","47","18570","Book"
"4344","47","18569","Book"
"4345","11","18569","Book"
"4347","2","9000","Film"
"4350","17","18561","Book"
"4351","1","18042","Book"
"4352","1","18755","Book"
"4353","1","19142","Book"
"4354","18","26","Game"
"4356","18","9116","Game"
"4357","1","18841","Book"
"4358","2","18825","Book"
"4359","11","18823","Book"
"4360","2","18817","Book"
"4361","12","1030","Game"
"4362","1","18807","Book"
"4363","1","18795","Book"
"4364","1","18624","Book"
"4365","1","18774","Book"
"4366","1","18912","Book"
"4367","2","18772","Book"
"4368","2","18769","Book"
"4369","2","18967","Book"
"4370","3","18880","Book"
"4371","52","18708","Book"
"4372","52","18937","Book"
"4373","11","18627","Book"
"4374","44","18627","Book"
"4375","44","18628","Book"
"4376","11","18628","Book"
"4379","44","18630","Book"
"4380","11","18630","Book"
"4381","44","18629","Book"
"4382","11","18629","Book"
"4383","44","18631","Book"
"4384","11","18631","Book"
"4385","11","18626","Book"
"4386","44","18626","Book"
"4387","2","18957","Book"
"4388","1","18885","Book"
"4389","1","18896","Book"
"4391","1","18953","Book"
"4392","1","19031","Book"
"4393","52","18951","Book"
"4394","23","18950","Book"
"4395","24","18922","Book"
"4396","12","18922","Book"
"4398","24","19561","Book"
"4399","51","18897","Book"
"4400","2","18879","Book"
"4401","51","18875","Book"
"4402","36","18875","Book"
"4403","57","19156","Book"
"4404","57","18872","Book"
"4405","2","18867","Book"
"4406","24","19101","Book"
"4407","2","19064","Book"
"4408","2","19063","Book"
"4409","2","19058","Book"
"4410","56","19058","Book"
"4411","9","19058","Book"
"4412","34","2035","Game"
"4413","34","9840","Game"
"4414","17","6909","Game"
"4415","30","9148","Game"
"4416","30","19635","Game"
"4417","43","3932","Game"
"4418","43","5068","Game"
"4419","25","3125","Game"
"4420","25","7369","Game"
"4421","54","9140","Game"
"4422","22","18989","Book"
"4423","3","18989","Book"
"4424","46","2912","Game"
"4425","8","2667","Game"
"4426","9","4227","Game"
"4427","25","8573","Game"
"4428","23","8573","Game"
"4429","25","7543","Game"
"4430","23","7543","Game"
"4431","23","4302","Game"
"4432","25","4302","Game"
"4433","23","6114","Game"
"4434","25","6114","Game"
"4435","25","802","Game"
"4436","25","1131","Game"
"4437","25","3837","Game"
"4438","25","3918","Game"
"4439","25","7978","Game"
"4440","25","1058","Game"
"4441","10","5715","Film"
"4444","34","8230","Game"
"4445","17","2063","Game"
"4446","24","9010","Film"
"4447","10","254","Film"
"4449","43","2035","Film"
"4450","24","9026","Film"
"4451","10","1263","Film"
"4452","58","6893","Film"
"4453","38","6893","Film"
"4454","10","8627","Film"
"4455","9","8234","Film"
"4457","2","12975","Book"
"4458","27","9030","Film"
"4459","10","8160","Film"
"4462","38","9043","Film"
"4463","35","9043","Film"
"4464","10","719","Film"
"4465","25","6603","Film"
"4468","47","6346","Film"
"4469","35","4808","Film"
"4470","25","1718","Film"
"4471","18","5119","Film"
"4472","35","2244","Film"
"4473","31","4547","Film"
"4474","1","19537","Book"
"4475","46","5985","Film"
"4477","1","9049","Film"
"4478","2","18655","Book"
"4479","26","441","Film"
"4480","43","3256","Film"
"4481","43","6071","Film"
"4482","47","1073","Game"
"4483","1","1973","Film"
"4484","1","4354","Film"
"4485","50","5404","Film"
"4486","12","927","Film"
"4489","9","9050","Film"
"4490","41","937","Film"
"4491","19","2715","Film"
"4492","26","5982","Film"
"4493","26","3559","Film"
"4494","16","2713","Film"
"4495","1","9052","Film"
"4496","46","6806","Film"
"4497","46","1730","Film"
"4498","54","1730","Film"
"4499","8","6728","Film"
"4500","50","7499","Film"
"4501","12","5817","Film"
"4502","45","2256","Film"
"4503","19","5023","Film"
"4504","35","5023","Film"
"4505","22","1772","Film"
"4506","25","1772","Film"
"4507","27","3071","Film"
"4508","49","7722","Film"
"4509","26","6294","Film"
"4510","54","9054","Film"
"4511","26","8127","Film"
"4513","1","9058","Film"
"4515","1","9066","Film"
"4516","10","579","Film"
"4517","43","1783","Film"
"4518","36","4670","Film"
"4519","23","4670","Film"
"4520","2","6435","Film"
"4521","1","3320","Film"
"4522","16","1379","Film"
"4523","23","3001","Film"
"4524","13","7496","Film"
"4526","50","4491","Film"
"4527","46","5953","Film"
"4528","2","2752","Film"
"4529","2","6077","Film"
"4530","3","6577","Film"
"4531","19","2433","Film"
"4532","38","3697","Film"
"4533","50","3697","Film"
"4534","17","2672","Film"
"4535","47","4202","Film"
"4536","19","1643","Film"
"4537","33","7659","Film"
"4538","21","8070","Film"
"4539","42","1901","Film"
"4540","43","1760","Film"
"4541","22","8263","Film"
"4542","8","5984","Film"
"4543","17","6659","Film"
"4544","3","6372","Book"
"4545","17","1208","Film"
"4549","36","673","Film"
"4550","23","673","Film"
"4551","36","4553","Film"
"4552","36","2241","Film"
"4554","36","6891","Film"
"4555","36","9071","Film"
"4556","9","7676","Film"
"4557","3","6978","Film"
"4558","12","6978","Film"
"4559","12","9068","Film"
"4560","22","6216","Film"
"4561","2","4245","Film"
"4562","2","7426","Film"
"4563","12","2820","Film"
"4564","10","9072","Film"
"4565","10","8219","Film"
"4566","10","6746","Film"
"4567","25","6452","Game"
"4568","25","10526","Game"
"4569","17","1366","Film"
"4570","42","6228","Film"
"4571","42","6226","Film"
"4572","33","588","Film"
"4573","38","4936","Film"
"4574","16","918","Game"
"4575","43","6724","Film"
"4577","37","7225","Film"
"4579","12","9079","Film"
"4580","16","3015","Film"
"4581","10","1852","Film"
"4582","10","8214","Film"
"4583","16","2356","Film"
"4584","16","3806","Film"
"4585","2","3806","Film"
"4586","16","1193","Film"
"4587","2","1193","Film"
"4588","39","3387","Film"
"4591","27","9082","Film"
"4592","39","1592","Film"
"4593","58","567","Film"
"4594","35","567","Film"
"4595","38","567","Film"
"4596","42","1589","Film"
"4598","10","6963","Film"
"4599","43","304","Film"
"4600","24","9084","Film"
"4601","4","4385","Film"
"4602","16","4385","Film"
"4603","26","3920","Film"
"4604","11","3585","Film"
"4605","42","3585","Film"
"4606","35","4703","Film"
"4607","38","1081","Film"
"4608","36","4172","Film"
"4609","33","1156","Film"
"4610","50","2031","Film"
"4611","51","5163","Film"
"4612","3","1652","Film"
"4613","3","3720","Film"
"4614","32","7677","Film"
"4615","3","5162","Film"
"4616","24","5416","Film"
"4617","17","2843","Film"
"4618","42","4831","Film"
"4619","9","7407","Film"
"4620","9","7408","Film"
"4621","8","6510","Film"
"4622","25","6510","Film"
"4623","16","5717","Film"
"4624","54","5870","Film"
"4625","1","7098","Film"
"4626","1","7097","Film"
"4627","1","7450","Film"
"4628","9","7406","Film"
"4629","16","2276","Film"
"4630","16","5713","Film"
"4631","16","374","Film"
"4632","16","2838","Film"
"4633","16","3906","Film"
"4634","33","3413","Film"
"4635","46","56","Film"
"4637","45","3896","Film"
"4638","40","8210","Film"
"4639","25","7654","Film"
"4640","33","2470","Film"
"4641","1","7943","Film"
"4642","9","8143","Film"
"4643","4","8133","Film"
"4644","44","8092","Film"
"4645","3","8086","Film"
"4646","5","3623","Film"
"4647","33","3623","Film"
"4648","52","8306","Film"
"4649","11","8328","Film"
"4650","12","8328","Film"
"4651","2","8373","Film"
"4654","10","8374","Film"
"4655","9","8427","Film"
"4657","17","6804","Film"
"4658","17","5884","Film"
"4659","9","2327","Film"
"4660","9","3021","Film"
"4661","29","2793","Film"
"4663","24","9103","Film"
"4664","24","9104","Film"
"4665","24","9105","Film"
"4666","24","9106","Film"
"4667","3","1080","Game"
"4669","1","9109","Film"
"4674","1","19584","Book"
"4676","2","19585","Book"
"4677","25","7600","Film"
"4678","12","1082","Game"
"4679","24","8894","Film"
"4681","1","19589","Book"
"4683","2","19590","Book"
"4685","2","19591","Book"
"4687","2","19592","Book"
"4688","3","1091","Game"
"4689","12","1094","Game"
"4690","46","1096","Game"
"4691","54","1096","Game"
"4694","1","19598","Book"
"4697","2","19599","Book"
"4699","1","19600","Book"
"4700","56","19600","Book"
"4705","1","19601","Book"
"4706","1","19602","Book"
"4709","2","19605","Book"
"4710","2","18962","Book"
"4711","9","1098","Game"
"4713","2","19606","Book"
"4715","2","19607","Book"
"4717","2","19608","Book"
"4719","2","18939","Book"
"4720","2","19609","Book"
"4722","2","19610","Book"
"4724","1","19611","Book"
"4725","1","19162","Book"
"4726","1","19168","Book"
"4727","1","19141","Book"
"4728","1","18782","Book"
"4729","1","19155","Book"
"4732","1","19612","Book"
"4734","1","19613","Book"
"4736","1","19614","Book"
"4738","2","19615","Book"
"4740","1","19616","Book"
"4742","1","19617","Book"
"4744","2","19618","Book"
"4746","2","19619","Book"
"4747","2","18808","Book"
"4748","2","18671","Book"
"4750","2","19620","Book"
"4751","2","18917","Book"
"4753","1","19621","Book"
"4754","1","19152","Book"
"4756","1","19622","Book"
"4758","1","19623","Book"
"4760","1","19624","Book"
"4761","24","9124","Film"
"4762","57","19059","Book"
"4764","57","19626","Book"
"4766","2","19627","Book"
"4767","2","19094","Book"
"4768","2","18748","Book"
"4770","2","19628","Book"
"4772","1","19629","Book"
"4774","1","19630","Book"
"4776","1","19631","Book"
"4778","2","18831","Book"
"4779","2","19632","Book"
"4781","2","19633","Book"
"4782","2","18815","Book"
"4784","1","19634","Book"
"4786","2","19635","Book"
"4790","1","19637","Book"
"4792","1","19638","Book"
"4794","1","19639","Book"
"4796","1","19640","Book"
"4798","2","19641","Book"
"4800","1","19488","Book"
"4802","1","19642","Book"
"4804","2","19643","Book"
"4806","2","19644","Book"
"4808","2","19645","Book"
"4810","2","19646","Book"
"4812","2","19647","Book"
"4813","2","18711","Book"
"4814","2","18771","Book"
"4815","2","18903","Book"
"4816","2","18941","Book"
"4817","2","19131","Book"
"4819","2","19649","Book"
"4821","2","19652","Book"
"4823","2","19654","Book"
"4825","2","19655","Book"
"4826","2","18762","Book"
"4827","2","19037","Book"
"4829","1","19656","Book"
"4831","1","19657","Book"
"4833","2","19658","Book"
"4835","2","19659","Book"
"4836","2","18978","Book"
"4838","2","19660","Book"
"4840","1","19661","Book"
"4842","2","19662","Book"
"4844","1","19663","Book"
"4845","1","19190","Book"
"4849","1","19667","Book"
"4851","2","19668","Book"
"4853","2","19671","Book"
"4855","2","19673","Book"
"4857","2","19674","Book"
"4859","2","19675","Book"
"4860","2","18768","Book"
"4861","46","19676","Book"
"4862","37","19676","Book"
"4864","2","19677","Book"
"4866","2","19678","Book"
"4868","1","19679","Book"
"4870","2","19680","Book"
"4872","2","19681","Book"
"4875","18","18980","Book"
"4877","2","19685","Book"
"4879","1","19686","Book"
"4882","2","19688","Book"
"4883","1","19688","Book"
"4885","1","19689","Book"
"4887","57","19690","Book"
"4888","52","18794","Book"
"4890","2","19692","Book"
"4892","2","19693","Book"
"4894","2","19694","Book"
"4896","1","19695","Book"
"4897","1","19154","Book"
"4898","1","19199","Book"
"4900","1","19696","Book"
"4902","1","19697","Book"
"4905","1","19698","Book"
"4907","1","19699","Book"
"4909","2","19700","Book"
"4910","16","19700","Book"
"4912","1","19701","Book"
"4914","2","19706","Book"
"4916","1","19707","Book"
"4918","1","19708","Book"
"4924","1","19709","Book"
"4925","1","19710","Book"
"4927","1","19711","Book"
"4929","1","19712","Book"
"4930","1","19636","Book"
"4931","11","19717","Book"
"4933","24","19723","Book"
"4935","1","19724","Book"
"4937","2","19725","Book"
"4939","2","19729","Book"
"4941","2","19730","Book"
"4942","2","19148","Book"
"4944","2","19731","Book"
"4946","2","19732","Book"
"4947","2","19666","Book"
"4948","1","18818","Book"
"4949","1","18839","Book"
"4950","24","17277","Book"
"4951","9","9133","Film"
"4952","1","9081","Film"
"4953","9","9142","Film"
"4954","2","18184","Book"
"4955","9","6750","Game"
"4956","43","7015","Film"
"4957","43","1115","Film"
"4958","58","7095","Film"
"4959","42","2540","Film"
"4960","35","4181","Film"
"4961","35","6427","Film"
"4962","2","18619","Book"
"4963","24","2463","Book"
"4964","17","4735","Film"
"4965","10","2363","Film"
"4966","24","722","Book"
"4967","33","327","Film"
"4968","31","327","Film"
"4969","17","574","Game"
"4970","24","9148","Film"
"4971","12","10260","Book"
"4972","24","9149","Film"
"4973","24","9100","Film"
"4974","12","991","Film"
"4975","12","6989","Film"
"4976","12","6439","Film"
"4978","17","4409","Film"
"4979","17","3054","Film"
"4980","17","6680","Film"
"4981","12","4254","Film"
"4982","43","6352","Game"
"4983","16","9153","Film"
"4984","24","7576","Game"
"4985","2","18979","Book"
"4987","2","373","Book"
"4989","2","575","Book"
"4991","2","2566","Book"
"4993","2","4489","Book"
"4995","2","10450","Book"
"4997","2","12055","Book"
"4998","27","1081","Book"
"4999","27","6114","Film"
"5000","22","6114","Film"
"5001","25","9164","Film"
"5002","31","6388","Film"
"5003","31","4001","Film"
"5004","31","2352","Film"
"5005","31","2560","Film"
"5006","31","2136","Film"
"5007","54","725","Film"
"5008","2","9070","Film"
"5010","1","9167","Film"
"5011","12","9168","Film"
"5012","12","18222","Book"
"5013","24","18407","Book"
"5014","9","8475","Film"
"5015","56","8475","Film"
"5016","12","8475","Film"
"5017","9","8985","Film"
"5018","9","9172","Film"
"5019","9","9174","Film"
"5021","9","9175","Film"
"5022","9","9176","Film"
"5023","9","9179","Film"
"5024","9","9180","Film"
"5025","9","9181","Film"
"5026","27","438","Game"
"5027","14","10066","Game"
"5028","14","730","Game"
"5029","14","1253","Game"
"5030","1","18727","Book"
"5031","3","2599","Film"
"5032","44","4717","Film"
"5033","31","2666","Game"
"5034","31","9567","Game"
"5035","11","9154","Film"
"5036","24","9154","Film"
"5037","54","9154","Film"
"5038","42","907","Game"
"5039","11","16413","Game"
"5040","8","5640","Game"
"5041","46","5654","Game"
"5042","12","9763","Game"
"5043","3","16022","Game"
"5044","9","9203","Film"
"5045","36","3930","Film"
"5047","28","4655","Film"
"5048","28","586","Film"
"5049","28","3872","Film"
"5050","18","13132","Book"
"5051","28","7795","Film"
"5052","34","7339","Game"
"5053","34","4915","Game"
"5054","1","7092","Film"
"5055","43","2761","Film"
"5056","33","480","Film"
"5057","33","4579","Film"
"5058","47","4579","Film"
"5059","12","6715","Film"
"5060","24","9212","Film"
"5061","47","9213","Film"
"5062","45","9215","Film"
"5063","27","6377","Game"
"5065","27","4564","Game"
"5066","3","1144","Game"
"5067","42","3279","Film"
"5068","17","9216","Film"
"5069","1","546","Book"
"5070","1","472","Film"
"5071","11","472","Film"
"5072","22","472","Film"
"5073","40","472","Film"
"5074","34","1152","Game"
"5075","59","6075","Book"
"5076","59","638","Game"
"5077","59","3421","Game"
"5078","59","21120","Game"
"5079","28","516","Film"
"5080","24","9228","Film"
"5081","12","28","Film"
"5082","1","7110","Film"
"5083","1","7860","Film"
"5084","40","1021","Game"
"5085","43","1021","Game"
"5086","36","158","Game"
"5087","36","222","Film"
"5088","47","10144","Book"
"5089","47","16262","Book"
"5090","37","18946","Book"
"5091","54","18946","Book"
"5092","2","1917","Game"
"5093","31","8446","Game"
"5094","31","8270","Game"
"5095","31","1455","Game"
"5096","31","3117","Game"
"5097","31","9677","Game"
"5098","31","3917","Game"
"5099","31","2070","Game"
"5100","27","100","Game"
"5101","27","5695","Game"
"5102","17","266","Game"
"5103","25","7888","Film"
"5104","42","4235","Game"
"5105","42","5114","Game"
"5106","36","3575","Film"
"5107","36","6938","Film"
"5108","36","5171","Film"
"5109","47","9264","Film"
"5110","9","9262","Film"
"5111","9","585","Game"
"5112","9","9259","Film"
"5113","9","9255","Film"
"5114","19","9252","Film"
"5115","47","4502","Film"
"5116","28","9246","Film"
"5117","27","10478","Game"
"5118","27","166","Game"
"5119","27","171","Game"
"5120","33","4221","Film"
"5121","33","3266","Film"
"5122","33","9283","Film"
"5123","41","2708","Film"
"5124","1","18728","Book"
"5125","11","19028","Book"
"5126","12","19028","Book"
"5127","16","1698","Book"
"5128","16","5319","Book"
"5129","16","1699","Book"
"5130","16","2381","Book"
"5131","24","11486","Book"
"5133","42","9288","Film"
"5134","1","9294","Film"
"5135","36","9285","Film"
"5136","15","5935","Book"
"5137","11","9298","Film"
"5139","17","6534","Book"
"5140","18","3178","Game"
"5141","18","7033","Game"
"5142","18","6807","Game"
"5143","30","6807","Game"
"5144","24","9299","Film"
"5145","32","7674","Film"
"5146","9","9300","Film"
"5147","31","9300","Film"
"5148","59","2961","Book"
"5149","2","4770","Film"
"5150","11","5787","Film"
"5151","2","16220","Game"
"5152","43","5345","Game"
"5153","42","4632","Film"
"5154","9","6932","Film"
"5155","9","9309","Film"
"5156","9","9310","Film"
"5157","9","9311","Film"
"5158","3","6116","Film"
"5159","9","3711","Film"
"5160","9","3416","Film"
"5162","9","3563","Film"
"5163","9","9313","Film"
"5164","46","3261","Film"
"5165","26","9314","Film"
"5166","16","1181","Film"
"5167","1","8875","Film"
"5168","1","7143","Film"
"5169","1","7429","Film"
"5170","9","8302","Film"
"5171","12","8505","Film"
"5172","2","13539","Book"
"5174","9","9320","Film"
"5175","10","9323","Film"
"5176","1","9324","Film"
"5177","34","1229","Book"
"5178","21","760","Book"
"5179","4","9564","Book"
"5180","17","2024","Book"
"5181","17","3667","Film"
"5182","24","2578","Film"
"5183","13","9343","Film"
"5184","16","613","Film"
"5185","57","9349","Film"
"5186","28","9349","Film"
"5187","27","9347","Film"
"5188","56","9345","Film"
"5189","42","3067","Game"
"5190","27","1223","Game"
"5191","54","9352","Film"
"5192","27","9353","Film"
"5193","9","9357","Film"
"5194","9","9363","Film"
"5195","58","9361","Film"
"5196","35","9362","Film"
"5197","9","9359","Film"
"5198","9","9365","Film"
"5199","27","9366","Film"
"5200","9","9371","Film"
"5201","9","9375","Film"
"5202","19","16523","Book"
"5203","9","9185","Film"
"5204","31","1231","Game"
"5205","9","9367","Film"
"5206","25","1239","Game"
"5207","9","9394","Film"
"5208","9","9393","Film"
"5209","10","9396","Film"
"5210","4","9401","Film"
"5211","3","9409","Film"
"5212","36","9407","Film"
"5213","4","9410","Film"
"5214","16","9413","Film"
"5215","36","9416","Film"
"5216","1","9419","Film"
"5217","1","9422","Film"
"5218","1","9423","Film"
"5219","9","9422","Film"
"5220","56","9422","Film"
"5221","42","4437","Film"
"5222","33","6082","Film"
"5223","24","9436","Film"
"5224","1","9439","Film"
"5225","2","9440","Film"
"5226","2","9441","Film"
"5227","54","9439","Film"
"5228","30","9441","Film"
"5229","24","9445","Film"
"5230","24","9444","Film"
"5231","9","9446","Film"
"5232","5","9447","Film"
"5233","9","9455","Film"
"5234","25","3756","Game"
"5235","21","12916","Book"
"5236","25","5653","Film"
"5237","42","2086","Film"
"5238","50","9467","Film"
"5239","24","9473","Film"
"5240","32","4650","Game"
"5241","2","45","Game"
"5242","16","9475","Film"
"5243","24","9475","Film"
"5244","26","9475","Film"
"5245","16","9476","Film"
"5246","42","9479","Film"
"5247","24","9477","Film"
"5248","46","6700","Game"
"5249","54","6700","Game"
"5250","1","18366","Book"
"5251","4","9487","Film"
"5252","12","9490","Film"
"5253","54","9492","Film"
"5254","36","18385","Book"
"5255","1","18437","Book"
"5256","1","9510","Film"
"5257","1","1318","Game"
"5258","1","1320","Game"
"5259","1","9515","Film"
"5260","49","9544","Film"
"5261","27","9516","Film"
"5262","41","9524","Film"
"5263","39","9526","Film"
"5264","12","9530","Film"
"5265","9","9531","Film"
"5266","9","9536","Film"
"5267","9","9538","Film"
"5268","24","9541","Film"
"5269","49","9543","Film"
"5270","9","9570","Film"
"5271","12","8509","Film"
"5272","33","9572","Film"
"5273","41","9571","Film"
"5274","12","9568","Film"
"5275","2","9557","Film"
"5276","25","16079","Book"
"5277","16","12307","Book"
"5278","9","9574","Film"
"5279","4","9578","Film"
"5280","12","9578","Film"
"5281","24","9578","Film"
"5282","27","9582","Film"
"5283","12","9588","Film"
"5284","12","9589","Film"
"5285","12","9590","Film"
"5286","25","9593","Film"
"5287","24","9600","Film"
"5288","24","9599","Film"
"5289","24","9598","Film"
"5290","3","9606","Film"
"5291","24","890","Book"
"5293","16","5676","Film"
"5294","3","9607","Film"
"5295","27","9607","Film"
"5296","3","931","Film"
"5297","54","9616","Film"
"5298","9","9620","Film"
"5299","12","9623","Film"
"5300","24","9626","Film"
"5301","38","566","Film"
"5302","12","9629","Film"
"5303","1","4551","Book"
"5304","2","5829","Book"
"5305","1","5866","Book"
"5306","1","9633","Film"
"5307","1","5952","Book"
"5308","1","5963","Book"
"5309","51","5975","Book"
"5310","2","5983","Book"
"5311","1","8890","Book"
"5312","2","8958","Book"
"5313","2","9085","Book"
"5314","1","9139","Book"
"5315","2","9264","Book"
"5316","2","9639","Film"
"5317","25","9640","Film"
"5318","1","11113","Book"
"5319","10","11113","Book"
"5320","1","11184","Book"
"5321","1","11221","Book"
"5322","1","11693","Book"
"5323","1","16644","Book"
"5324","24","9659","Film"
"5325","45","9660","Film"
"5326","18","1436","Game"
"5327","54","9661","Film"
"5328","43","9662","Film"
"5329","1","9668","Film"
"5330","2","18425","Book"
"5331","2","18426","Book"
"5332","12","9671","Film"
"5333","1","18427","Book"
"5334","10","18427","Book"
"5335","36","18428","Book"
"5336","33","1182","Game"
"5337","12","9672","Film"
"5338","16","3907","Film"
"5339","16","2132","Film"
"5340","16","9673","Film"
"5341","16","4285","Film"
"5342","24","9489","Film"
"5343","16","351","Book"
"5344","14","6897","Game"
"5345","3","1237","Book"
"5346","24","9686","Film"
"5347","43","9687","Film"
"5348","48","9690","Film"
"5349","11","27","Book"
"5350","24","27","Book"
"5351","25","5562","Film"
"5352","38","6566","Film"
"5353","43","9701","Film"
"5354","24","9708","Film"
"5355","16","9709","Film"
"5356","9","9710","Film"
"5357","33","9714","Film"
"5358","1","9716","Film"
"5359","50","9715","Film"
"5360","8","418","Film"
"5361","1","18444","Book"
"5362","1","18448","Book"
"5363","25","9720","Film"
"5364","9","9724","Film"
"5365","23","5206","Film"
"5366","12","5206","Film"
"5367","58","9730","Film"
"5368","24","9733","Film"
"5369","2","1889","Book"
"5370","25","9741","Film"
"5371","44","1053","Game"
"5372","30","1472","Game"
"5373","18","1473","Game"
"5374","2","9743","Film"
"5375","1","9764","Film"
"5376","17","1478","Game"
"5377","18","8198","Book"
"5378","9","9765","Film"
"5379","2","9243","Book"
"5380","12","9774","Film"
"5381","23","9774","Film"
"5382","9","9776","Film"
"5383","16","9778","Film"
"5384","2","9784","Film"
"5385","56","9773","Film"
"5386","9","9783","Film"
"5387","34","7911","Book"
"5388","53","9790","Film"
"5389","35","9788","Film"
"5390","17","1493","Game"
"5391","26","9801","Film"
"5392","31","9799","Film"
"5393","4","9805","Film"
"5394","10","9808","Film"
"5395","3","9814","Film"
"5396","16","9817","Film"
"5397","10","9818","Film"
"5398","27","9819","Film"
"5399","1","1799","Book"
"5400","24","9827","Film"
"5401","24","751","Book"
"5402","12","9828","Film"
"5403","41","9828","Film"
"5404","24","9831","Film"
"5405","33","9833","Film"
"5406","3","1499","Game"
"5407","16","7360","Book"
"5408","2","6438","Film"
"5409","12","6438","Film"
"5410","24","9845","Film"
"5411","31","9844","Film"
"5412","38","7653","Film"
"5413","24","9842","Film"
"5414","24","9840","Film"
"5415","16","9838","Film"
"5416","9","9836","Film"
"5417","40","609","Film"
"5418","12","8711","Film"
"5419","23","9100","Film"
"5420","24","9719","Film"
"5421","24","1104","Book"
"5423","47","19483","Book"
"5424","1","323","Book"
"5425","1","1253","Book"
"5426","3","9758","Film"
"5427","18","54","Game"
"5428","2","149","Game"
"5429","10","1524","Game"
"5430","2","2734","Book"
"5431","10","2734","Book"
"5432","2","9855","Film"
"5433","24","9860","Film"
"5434","24","9861","Film"
"5435","12","9872","Film"
"5436","10","9873","Film"
"5437","33","7240","Game"
"5438","1","9876","Film"
"5439","1","9877","Film"
"5440","1","9889","Film"
"5441","24","9886","Film"
"5442","16","9880","Film"
"5443","16","9879","Film"
"5444","30","1534","Game"
"5445","9","9891","Film"
"5446","24","9893","Film"
"5447","43","9898","Film"
"5448","1","9899","Film"
"5449","42","9899","Film"
"5450","59","1551","Game"
"5451","3","1552","Game"
"5452","2","9902","Film"
"5453","1","5057","Book"
"5454","16","1558","Game"
"5455","2","9908","Film"
"5456","9","9912","Film"
"5457","46","9911","Film"
"5458","2","9913","Film"
"5459","17","7403","Book"
"5460","43","6791","Film"
"5461","51","16299","Book"
"5462","12","15737","Book"
"5463","24","9918","Film"
"5464","42","5291","Film"
"5465","25","9920","Film"
"5466","24","11923","Book"
"5467","23","9928","Film"
"5468","4","8940","Book"
"5469","2","9930","Film"
"5470","24","17300","Book"
"5471","37","13401","Book"
"5472","16","9934","Film"
"5473","9","1571","Game"
"5474","9","1578","Game"
"5475","42","1583","Game"
"5476","43","9952","Film"
"5477","46","9955","Film"
"5478","1","10010","Book"
"5479","1","10585","Book"
"5480","1","10992","Book"
"5481","1","11123","Book"
"5482","1","11239","Book"
"5483","2","9962","Film"
"5484","2","9963","Film"
"5485","24","9843","Film"
"5486","27","9967","Film"
"5487","1","13053","Book"
"5488","3","15710","Book"
"5489","2","16944","Book"
"5490","22","9981","Film"
"5491","2","9982","Film"
"5492","8","695","Film"
"5493","12","7485","Book"
"5494","43","5464","Film"
"5495","10","46","Film"
"5496","43","5064","Film"
"5497","9","9983","Film"
"5498","9","6357","Game"
"5499","9","5794","Game"
"5500","9","4251","Game"
"5501","9","4964","Game"
"5502","9","3967","Game"
"5503","9","4385","Game"
"5504","25","15480","Book"
"5505","3","511","Game"
"5506","24","511","Game"
"5507","1","4737","Book"
"5508","59","10628","Book"
"5509","23","19827","Book"
"5510","23","19828","Book"
"5511","22","19829","Book"
"5512","4","19832","Book"
"5513","2","19840","Book"
"5514","16","19845","Book"
"5515","1","19850","Book"
"5516","2","19851","Book"
"5517","1","19859","Book"
"5518","2","19860","Book"
"5519","1","16425","Book"
"5520","2","10180","Film"
"5521","16","10181","Film"
"5522","1","10182","Film"
"5523","12","10182","Film"
"5524","2","10184","Film"
"5525","42","10190","Film"
"5526","24","10192","Film"
"5527","56","10193","Film"
"5528","23","10196","Film"
"5529","16","10205","Film"
"5530","24","10208","Film"
"5531","12","10210","Film"
"5532","24","10211","Film"
"5533","1","10213","Film"
"5534","31","10221","Film"
"5535","27","10240","Film"
"5536","47","1833","Game"
"5537","12","1841","Game"
"5538","11","1858","Game"
"5539","37","1858","Game"
"5540","1","10244","Film"
"5541","1","10245","Film"
