"id","person_id","genre_id","weight","element_type"
"1944","2091","2","3","Book"
"1945","2091","9","1","Book"
"1946","889","6","1","Book"
"1947","8616","2","1","Book"
"1948","8616","14","1","Book"
"1949","6758","6","3","Book"
"1950","6758","8","1","Book"
"1951","3529","7","4","Book"
"1952","5693","7","3","Book"
"1953","626","7","34","Book"
"1954","626","15","1","Book"
"1955","11227","67","1","Book"
"1956","11227","7","1","Book"
"1957","2057","2","3","Book"
"1958","2057","3","1","Book"
"1959","666","6","2","Book"
"1960","666","3","1","Book"
"1961","4763","4","12","Book"
"1962","4763","6","1","Book"
"1963","5152","6","1","Book"
"1964","1802","10","9","Book"
"1965","1802","9","3","Book"
"1966","1802","2","1","Book"
"1967","7641","7","1","Book"
"1968","8464","6","1","Book"
"1969","5927","6","2","Book"
"1970","8340","2","16","Book"
"1971","8340","7","3","Book"
"1972","8340","14","1","Book"
"1973","449","7","7","Book"
"1974","449","6","3","Book"
"1975","2728","6","1","Book"
"1976","520","3","5","Book"
"1977","520","14","5","Book"
"1978","5793","2","1","Book"
"1979","4338","7","28","Book"
"1980","4338","5","1","Book"
"1981","2919","10","2","Book"
"1982","2919","7","1","Book"
"1983","2919","14","1","Book"
"1984","4599","7","4","Book"
"1985","2129","10","1","Book"
"1986","2129","9","1","Book"
"1987","5456","6","2","Book"
"1988","4814","6","1","Book"
"1989","4814","4","1","Book"
"1990","3586","7","2","Book"
"1991","3586","6","1","Book"
"1992","574","6","7","Book"
"1993","8642","3","2","Book"
"1994","444","7","2","Book"
"1995","2483","7","1","Book"
"1996","8713","6","1","Book"
"1997","11332","11","1","Book"
"1998","819","2","18","Book"
"1999","819","10","6","Book"
"2000","819","9","3","Book"
"2001","4340","7","1","Book"
"2002","12587","7","2","Book"
"2003","11464","7","1","Book"
"2004","11464","15","1","Book"
"2005","6647","3","2","Book"
"2006","5410","7","4","Book"
"2007","6029","7","3","Book"
"2008","8384","6","14","Book"
"2009","8384","5","2","Book"
"2010","8384","7","2","Book"
"2011","7578","7","6","Book"
"2012","6717","3","1","Book"
"2013","3766","7","2","Book"
"2014","5954","2","1","Book"
"2015","4650","8","1","Book"
"2016","1406","14","3","Book"
"2017","1406","10","2","Book"
"2018","5752","1","1","Book"
"2019","5752","12","1","Book"
"2020","6916","5","10","Book"
"2021","61","8","1","Book"
"2022","61","12","1","Book"
"2023","1681","7","17","Book"
"2024","1681","87","1","Book"
"2025","590","14","3","Book"
"2026","7886","7","3","Book"
"2027","5926","7","7","Book"
"2028","249","7","1","Book"
"2029","4835","2","1","Book"
"2030","939","7","5","Book"
"2031","939","5","2","Book"
"2032","4315","2","5","Book"
"2033","4315","10","1","Book"
"2034","5486","2","5","Book"
"2035","5486","10","4","Book"
"2036","5486","14","1","Book"
"2037","6416","7","1","Book"
"2038","5646","3","2","Book"
"2039","1136","2","3","Book"
"2040","1136","13","3","Book"
"2041","1136","9","1","Book"
"2042","5027","6","1","Book"
"2043","4602","6","1","Book"
"2044","4249","6","2","Book"
"2045","3513","8","1","Book"
"2046","2770","7","1","Book"
"2047","135","10","1","Book"
"2048","135","12","1","Book"
"2049","135","2","1","Book"
"2050","692","7","14","Book"
"2051","12577","5","1","Book"
"2052","12577","7","1","Book"
"2053","12577","67","1","Book"
"2054","3585","6","2","Book"
"2055","8982","6","1","Book"
"2056","2604","7","2","Book"
"2057","5192","6","2","Book"
"2058","5192","4","1","Book"
"2059","8188","3","9","Book"
"2060","8188","5","8","Book"
"2061","8188","2","2","Book"
"2062","7323","5","1","Book"
"2063","7999","6","6","Book"
"2064","7999","7","4","Book"
"2065","7999","2","2","Book"
"2066","8176","6","3","Book"
"2067","8176","12","1","Book"
"2068","8176","2","1","Book"
"2069","6060","2","2","Book"
"2070","6060","13","2","Book"
"2071","8371","6","1","Book"
"2072","5723","3","1","Book"
"2073","3288","15","1","Book"
"2074","1360","7","3","Book"
"2075","6062","7","2","Book"
"2076","3119","7","3","Book"
"2077","3119","6","1","Book"
"2078","3089","14","4","Book"
"2079","3089","6","1","Book"
"2080","3089","12","1","Book"
"2081","4332","7","7","Book"
"2082","1385","7","6","Book"
"2083","6282","3","3","Book"
"2084","192","6","1","Book"
"2085","5984","7","1","Book"
"2086","5766","2","2","Book"
"2087","5766","9","2","Book"
"2088","5766","10","2","Book"
"2089","10726","12","1","Book"
"2090","10726","90","1","Book"
"2091","3467","7","1","Book"
"2092","3467","6","1","Book"
"2093","4328","14","7","Book"
"2094","4328","4","2","Book"
"2095","4328","2","1","Book"
"2096","916","7","1","Book"
"2097","5812","7","1","Book"
"2098","5982","6","1","Book"
"2099","5662","12","1","Book"
"2100","1318","2","17","Book"
"2101","1318","14","13","Book"
"2102","6720","7","67","Book"
"2103","6720","10","8","Book"
"2104","4653","10","3","Book"
"2105","4653","2","1","Book"
"2106","9130","7","1","Book"
"2107","1151","4","2","Book"
"2108","1151","6","1","Book"
"2109","1738","8","1","Book"
"2110","5640","7","1","Book"
"2111","5973","7","5","Book"
"2112","2603","5","1","Book"
"2113","4295","7","62","Book"
"2114","4295","9","1","Book"
"2115","8589","6","2","Book"
"2116","8589","13","1","Book"
"2117","6824","6","1","Book"
"2118","4333","3","2","Book"
"2119","10082","15","1","Book"
"2120","10082","7","1","Book"
"2121","47","6","1","Book"
"2122","1391","8","1","Book"
"2123","1391","12","1","Book"
"2124","4995","6","1","Book"
"2125","4995","7","1","Book"
"2126","802","7","4","Book"
"2127","802","8","1","Book"
"2128","3567","7","16","Book"
"2129","3567","3","1","Book"
"2130","3567","6","1","Book"
"2131","669","7","4","Book"
"2132","669","5","3","Book"
"2133","8054","7","5","Book"
"2134","9171","7","1","Book"
"2135","9171","3","1","Book"
"2136","9171","14","1","Book"
"2137","4253","6","2","Book"
"2138","4253","7","2","Book"
"2139","4253","12","1","Book"
"2140","6111","7","4","Book"
"2141","6111","5","1","Book"
"2142","6111","6","1","Book"
"2143","3281","6","1","Book"
"2144","7176","12","1","Book"
"2145","6160","6","1","Book"
"2146","6160","7","1","Book"
"2147","1496","6","3","Book"
"2148","1496","7","1","Book"
"2149","3004","4","13","Book"
"2150","767","7","2","Book"
"2151","6443","5","18","Book"
"2152","1324","3","4","Book"
"2153","6317","7","2","Book"
"2154","9055","2","1","Book"
"2155","7727","6","1","Book"
"2156","4243","7","1","Book"
"2157","6836","7","1","Book"
"2158","375","6","1","Book"
"2159","9111","15","1","Book"
"2160","9111","7","1","Book"
"2161","7136","13","6","Book"
"2162","7136","9","2","Book"
"2163","12585","5","1","Book"
"2164","12585","7","1","Book"
"2165","12585","67","1","Book"
"2166","3543","7","1","Book"
"2167","6727","7","3","Book"
"2168","1839","7","19","Book"
"2169","1839","14","3","Book"
"2170","3213","7","10","Book"
"2171","3213","2","1","Book"
"2172","13375","7","1","Book"
"2173","13375","5","1","Book"
"2174","6549","2","4","Book"
"2175","6549","6","2","Book"
"2176","6549","7","1","Book"
"2177","8184","2","7","Book"
"2178","8184","8","1","Book"
"2179","2484","7","3","Book"
"2180","1197","7","6","Book"
"2181","6530","7","1","Book"
"2182","12579","5","1","Book"
"2183","12579","7","1","Book"
"2184","12579","67","1","Book"
"2185","2567","7","9","Book"
"2186","2567","5","7","Book"
"2187","2567","3","1","Book"
"2188","9684","15","2","Book"
"2189","9684","7","2","Book"
"2190","5520","6","4","Book"
"2191","5520","7","1","Book"
"2192","5335","3","2","Book"
"2193","364","2","3","Book"
"2194","6182","6","10","Book"
"2195","6182","2","2","Book"
"2196","6182","4","1","Book"
"2197","1928","2","19","Book"
"2198","8864","6","10","Book"
"2199","8864","10","3","Book"
"2200","8493","2","3","Book"
"2201","8459","10","4","Book"
"2202","8459","13","2","Book"
"2203","8459","16","1","Book"
"2204","7856","6","1","Book"
"2205","1224","7","1","Book"
"2206","1224","11","1","Book"
"2207","337","2","2","Book"
"2208","337","9","1","Book"
"2209","8565","2","2","Book"
"2210","8462","7","2","Book"
"2211","2351","3","5","Book"
"2212","2351","7","5","Book"
"2213","2351","5","4","Book"
"2214","8294","4","1","Book"
"2215","3473","6","29","Book"
"2216","8314","7","15","Book"
"2217","8314","5","2","Book"
"2218","8314","6","2","Book"
"2219","5979","7","5","Book"
"2220","5979","5","1","Book"
"2221","4064","3","1","Book"
"2222","2713","7","1","Book"
"2223","611","10","1","Book"
"2224","2333","3","1","Book"
"2225","5655","6","4","Book"
"2226","7202","7","3","Book"
"2227","11204","90","1","Book"
"2228","691","7","1","Book"
"2229","3763","7","2","Book"
"2230","7085","2","1","Book"
"2231","7085","9","1","Book"
"2232","7085","10","1","Book"
"2233","8549","6","1","Book"
"2234","2376","3","4","Book"
"2235","6923","7","1","Book"
"2236","6604","2","8","Book"
"2237","6604","7","2","Book"
"2238","816","7","3","Book"
"2239","816","12","1","Book"
"2240","5970","6","10","Book"
"2241","212","3","37","Book"
"2242","212","7","37","Book"
"2243","212","8","11","Book"
"2244","843","7","1","Book"
"2245","3259","7","2","Book"
"2246","7092","7","3","Book"
"2247","7897","8","2","Book"
"2248","7897","2","1","Book"
"2249","7897","12","1","Book"
"2250","5107","6","1","Book"
"2251","279","7","4","Book"
"2252","279","2","2","Book"
"2253","9203","15","1","Book"
"2254","9203","7","1","Book"
"2255","8042","6","1","Book"
"2256","4222","15","1","Book"
"2257","1015","14","14","Book"
"2258","6389","1","2","Book"
"2259","6389","12","2","Book"
"2260","8337","3","6","Book"
"2261","8337","7","6","Book"
"2262","8337","6","1","Book"
"2263","6209","6","2","Book"
"2264","6209","8","2","Book"
"2265","6209","13","1","Book"
"2266","5443","8","1","Book"
"2267","5443","12","1","Book"
"2268","5443","10","1","Book"
"2269","8950","12","1","Book"
"2270","1284","7","1","Book"
"2271","1408","2","6","Book"
"2272","1408","14","4","Book"
"2273","6593","8","1","Book"
"2274","1691","12","1","Book"
"2275","11914","7","1","Book"
"2276","842","7","1","Book"
"2277","13266","15","1","Book"
"2278","13266","7","1","Book"
"2279","7940","2","4","Book"
"2280","7940","6","2","Book"
"2281","7940","9","1","Book"
"2282","3538","6","1","Book"
"2283","5684","7","1","Book"
"2284","7150","10","3","Book"
"2285","3716","3","5","Book"
"2286","3716","10","1","Book"
"2287","3952","2","2","Book"
"2288","3952","12","2","Book"
"2289","3952","14","1","Book"
"2290","3879","7","26","Book"
"2291","130","8","1","Book"
"2292","130","7","1","Book"
"2293","9063","10","1","Book"
"2294","8158","2","1","Book"
"2295","2411","7","1","Book"
"2296","6022","12","1","Book"
"2297","8278","2","29","Book"
"2298","8278","6","16","Book"
"2299","8278","7","2","Book"
"2300","2030","6","1","Book"
"2301","8590","6","1","Book"
"2302","900","7","3","Book"
"2303","8051","4","2","Book"
"2304","8051","6","1","Book"
"2305","8051","2","1","Book"
"2306","5585","6","1","Book"
"2307","1605","7","1","Book"
"2308","6272","6","1","Book"
"2309","475","2","24","Book"
"2310","475","10","8","Book"
"2311","475","7","4","Book"
"2312","619","14","1","Book"
"2313","5219","15","2","Book"
"2314","5219","7","2","Book"
"2315","380","2","1","Book"
"2316","380","14","1","Book"
"2317","3558","7","8","Book"
"2318","3558","4","2","Book"
"2319","5801","2","1","Book"
"2320","3626","4","2","Book"
"2321","2","5","1","Book"
"2322","2","7","1","Book"
"2323","1539","7","3","Book"
"2324","712","8","1","Book"
"2325","716","2","13","Book"
"2326","716","9","3","Book"
"2327","716","14","1","Book"
"2328","1335","7","1","Book"
"2329","2341","7","1","Book"
"2330","1255","3","2","Book"
"2331","3485","7","2","Book"
"2332","3485","14","2","Book"
"2333","3142","7","2","Book"
"2334","3142","3","1","Book"
"2335","3142","6","1","Book"
"2336","4833","3","1","Book"
"2337","6374","7","1","Book"
"2338","6826","8","1","Book"
"2339","5151","10","2","Book"
"2340","6388","12","1","Book"
"2341","8163","2","58","Book"
"2342","8163","8","2","Book"
"2343","8163","10","1","Book"
"2344","6087","7","1","Book"
"2345","4888","12","1","Book"
"2346","3113","7","28","Book"
"2347","3113","10","24","Book"
"2348","8895","6","2","Book"
"2349","8895","10","1","Book"
"2350","8895","2","1","Book"
"2351","2702","6","1","Book"
"2352","413","6","1","Book"
"2353","1312","10","4","Book"
"2354","4813","5","18","Book"
"2355","4813","7","17","Book"
"2356","4813","4","1","Book"
"2357","232","6","1","Book"
"2358","2605","7","3","Book"
"2359","1727","7","1","Book"
"2360","3054","7","1","Book"
"2361","3054","10","1","Book"
"2362","422","7","5","Book"
"2363","422","6","1","Book"
"2364","8841","7","6","Book"
"2365","7677","7","1","Book"
"2366","7677","16","1","Book"
"2367","3138","7","7","Book"
"2368","2461","6","1","Book"
"2369","1506","6","28","Book"
"2370","1506","4","2","Book"
"2371","851","3","1","Book"
"2372","11231","67","1","Book"
"2373","11231","7","1","Book"
"2374","3431","6","1","Book"
"2375","6621","6","1","Book"
"2376","1384","7","38","Book"
"2377","1384","3","1","Book"
"2378","3505","8","1","Book"
"2379","5771","13","2","Book"
"2380","5771","2","1","Book"
"2381","5771","9","1","Book"
"2382","3886","6","1","Book"
"2383","7482","3","1","Book"
"2384","7482","5","1","Book"
"2385","8680","6","3","Book"
"2386","8680","8","2","Book"
"2387","8680","4","1","Book"
"2388","1116","2","15","Book"
"2389","1116","3","3","Book"
"2390","1116","7","1","Book"
"2391","719","7","1","Book"
"2392","845","1","5","Book"
"2393","1875","7","24","Book"
"2394","1875","5","1","Book"
"2395","11223","67","1","Book"
"2396","11223","7","1","Book"
"2397","1867","7","3","Book"
"2398","1867","8","1","Book"
"2399","1742","3","1","Book"
"2400","4820","6","2","Book"
"2401","4820","7","2","Book"
"2402","4820","4","1","Book"
"2403","4794","7","6","Book"
"2404","4794","6","2","Book"
"2405","440","6","1","Book"
"2406","512","7","2","Book"
"2407","1789","2","3","Book"
"2408","4581","5","1","Book"
"2409","5429","2","4","Book"
"2410","5429","7","1","Book"
"2411","614","3","1","Book"
"2412","10003","90","1","Book"
"2413","10003","8","1","Book"
"2414","8334","7","2","Book"
"2415","3494","7","2","Book"
"2416","656","7","3","Book"
"2417","811","7","2","Book"
"2418","6115","6","1","Book"
"2419","7189","6","1","Book"
"2420","350","7","6","Book"
"2421","350","3","1","Book"
"2422","633","8","1","Book"
"2423","633","2","1","Book"
"2424","8976","10","13","Book"
"2425","8976","6","9","Book"
"2426","8976","2","4","Book"
"2427","8202","12","7","Book"
"2428","8202","2","3","Book"
"2429","8202","8","1","Book"
"2430","453","7","2","Book"
"2431","9021","6","1","Book"
"2432","3929","7","9","Book"
"2433","3574","7","1","Book"
"2434","1364","11","1","Book"
"2435","1364","12","1","Book"
"2436","800","8","1","Book"
"2437","800","11","1","Book"
"2438","3557","7","1","Book"
"2439","6954","6","1","Book"
"2440","8900","2","8","Book"
"2441","8900","14","1","Book"
"2442","5362","13","1","Book"
"2443","8648","7","4","Book"
"2444","1582","7","3","Book"
"2445","3951","2","1","Book"
"2446","7305","7","3","Book"
"2447","3194","6","2","Book"
"2448","2256","7","6","Book"
"2449","2256","5","4","Book"
"2450","2256","4","3","Book"
"2451","7283","6","1","Book"
"2452","4488","6","1","Book"
"2453","4488","7","1","Book"
"2454","386","7","9","Book"
"2455","386","10","1","Book"
"2456","3753","6","2","Book"
"2457","2375","2","7","Book"
"2458","2375","6","1","Book"
"2459","2375","12","1","Book"
"2460","237","6","1","Book"
"2461","862","14","1","Book"
"2462","7141","7","5","Book"
"2463","8645","4","1","Book"
"2464","177","4","1","Book"
"2465","177","7","1","Book"
"2466","2901","6","3","Book"
"2467","13222","7","1","Book"
"2468","6460","2","1","Book"
"2469","6460","10","1","Book"
"2470","6460","14","1","Book"
"2471","778","7","2","Book"
"2472","3790","7","1","Book"
"2473","361","6","1","Book"
"2474","258","7","1","Book"
"2475","3845","6","1","Book"
"2476","689","3","4","Book"
"2477","4542","7","1","Book"
"2478","7527","6","1","Book"
"2479","3565","7","1","Book"
"2480","7353","7","3","Book"
"2481","45","1","1","Book"
"2482","6441","13","1","Book"
"2483","5409","6","12","Book"
"2484","5409","2","5","Book"
"2485","5409","14","1","Book"
"2486","470","6","3","Book"
"2487","5187","7","1","Book"
"2488","3788","14","1","Book"
"2489","3452","10","1","Book"
"2490","7166","6","8","Book"
"2491","7166","3","1","Book"
"2492","1344","7","4","Book"
"2493","5918","6","1","Book"
"2494","17408","8","1","Book"
"2495","17408","12","1","Book"
"2496","4105","7","7","Book"
"2497","9071","2","2","Book"
"2498","9071","12","1","Book"
"2499","9071","10","1","Book"
"2500","9196","7","1","Book"
"2501","9196","3","1","Book"
"2502","2476","2","11","Book"
"2503","2476","9","1","Book"
"2504","7652","6","1","Book"
"2505","7484","12","3","Book"
"2506","266","7","4","Book"
"2507","6495","3","1","Book"
"2508","8579","7","7","Book"
"2509","8579","2","1","Book"
"2510","8579","14","1","Book"
"2511","7832","7","2","Book"
"2512","2693","3","1","Book"
"2513","2693","5","1","Book"
"2514","9183","7","1","Book"
"2515","9183","3","1","Book"
"2516","9183","14","1","Book"
"2517","6804","8","1","Book"
"2518","5183","7","2","Book"
"2519","8258","6","1","Book"
"2520","8258","10","1","Book"
"2521","6244","7","1","Book"
"2522","3707","2","1","Book"
"2523","3707","10","1","Book"
"2524","3707","14","1","Book"
"2525","4036","6","1","Book"
"2526","4836","7","1","Book"
"2527","1976","1","2","Book"
"2528","1976","13","1","Book"
"2529","7722","7","6","Book"
"2530","7722","2","1","Book"
"2531","4321","2","4","Book"
"2532","6632","5","1","Book"
"2533","5185","7","2","Book"
"2534","4772","6","1","Book"
"2535","5581","6","1","Book"
"2536","1629","8","1","Book"
"2537","2442","6","2","Book"
"2538","1779","7","9","Book"
"2539","1680","14","1","Book"
"2540","7704","3","5","Book"
"2541","7704","5","5","Book"
"2542","6586","6","1","Book"
"2543","6637","5","4","Book"
"2544","6637","7","1","Book"
"2545","6637","3","1","Book"
"2546","7887","2","4","Book"
"2547","8881","2","3","Book"
"2548","6375","4","1","Book"
"2549","171","8","1","Book"
"2550","171","12","1","Book"
"2551","171","90","1","Book"
"2552","126","7","1","Book"
"2553","126","6","1","Book"
"2554","3662","6","1","Book"
"2555","1536","2","12","Book"
"2556","1536","8","2","Book"
"2557","2022","7","2","Book"
"2558","731","7","2","Book"
"2559","4030","5","2","Book"
"2560","4030","3","1","Book"
"2561","3462","2","1","Book"
"2562","3462","7","1","Book"
"2563","8098","6","2","Book"
"2564","5106","6","1","Book"
"2565","5106","8","1","Book"
"2566","8965","2","4","Book"
"2567","8965","14","1","Book"
"2568","7181","7","2","Book"
"2569","7181","8","1","Book"
"2570","3548","6","1","Book"
"2571","5964","7","5","Book"
"2572","6135","2","1","Book"
"2573","6135","9","1","Book"
"2574","1512","2","1","Book"
"2575","1512","3","1","Book"
"2576","3184","7","1","Book"
"2577","3184","3","1","Book"
"2578","7534","7","1","Book"
"2579","1699","7","1","Book"
"2580","3553","7","12","Book"
"2581","3553","6","1","Book"
"2582","7545","7","3","Book"
"2583","7545","4","1","Book"
"2584","6480","2","10","Book"
"2585","6480","10","10","Book"
"2586","6480","13","1","Book"
"2587","9985","5","1","Book"
"2588","9985","7","1","Book"
"2589","9985","14","1","Book"
"2590","11230","67","1","Book"
"2591","11230","7","1","Book"
"2592","1541","7","3","Book"
"2593","2649","7","2","Book"
"2594","11225","67","1","Book"
"2595","11225","7","1","Book"
"2596","7802","6","6","Book"
"2597","7802","3","5","Book"
"2598","7802","2","4","Book"
"2599","1027","2","1","Book"
"2600","2166","3","1","Book"
"2601","5768","2","15","Book"
"2602","5768","9","9","Book"
"2603","5768","10","4","Book"
"2604","855","3","7","Book"
"2605","855","6","2","Book"
"2606","855","2","1","Book"
"2607","1435","7","13","Book"
"2608","1435","4","1","Book"
"2609","1435","6","1","Book"
"2610","3009","4","2","Book"
"2611","9124","8","1","Book"
"2612","5139","7","19","Book"
"2613","435","12","1","Book"
"2614","435","6","1","Book"
"2615","435","8","1","Book"
"2616","3527","7","2","Book"
"2617","3527","3","1","Book"
"2618","3527","14","1","Book"
"2619","6626","2","1","Book"
"2620","6626","14","1","Book"
"2621","5128","12","1","Book"
"2622","4715","7","1","Book"
"2623","7097","7","1","Book"
"2624","7095","6","1","Book"
"2625","2920","6","2","Book"
"2626","214","5","3","Book"
"2627","8312","14","1","Book"
"2628","8312","5","1","Book"
"2629","7198","7","10","Book"
"2630","7198","2","1","Book"
"2631","763","4","6","Book"
"2632","763","3","1","Book"
"2633","8402","7","4","Book"
"2634","4187","2","3","Book"
"2635","5870","8","1","Book"
"2636","7365","7","4","Book"
"2637","903","7","1","Book"
"2638","2354","7","2","Book"
"2639","2354","6","1","Book"
"2640","1931","7","1","Book"
"2641","4747","3","4","Book"
"2642","4747","14","1","Book"
"2643","5787","13","7","Book"
"2644","5787","9","6","Book"
"2645","2413","2","2","Book"
"2646","3403","3","1","Book"
"2647","4225","7","8","Book"
"2648","8708","2","21","Book"
"2649","2673","7","1","Book"
"2650","9172","7","1","Book"
"2651","9172","3","1","Book"
"2652","9172","14","1","Book"
"2653","4824","10","1","Book"
"2654","7860","6","3","Book"
"2655","7196","7","1","Book"
"2656","12","7","6","Book"
"2657","12","5","1","Book"
"2658","12","3","1","Book"
"2659","224","7","1","Book"
"2660","6979","6","1","Book"
"2661","3085","6","3","Book"
"2662","3103","6","1","Book"
"2663","3802","2","1","Book"
"2664","6646","7","7","Book"
"2665","8488","7","7","Book"
"2666","815","7","2","Book"
"2667","937","6","5","Book"
"2668","937","2","1","Book"
"2669","6031","7","4","Book"
"2670","677","7","1","Book"
"2671","8126","5","2","Book"
"2672","8126","6","1","Book"
"2673","8126","14","1","Book"
"2674","1731","2","1","Book"
"2675","1731","7","1","Book"
"2676","1985","6","1","Book"
"2677","3546","7","3","Book"
"2678","420","7","3","Book"
"2679","6352","3","1","Book"
"2680","6352","14","1","Book"
"2681","1735","10","1","Book"
"2682","7284","12","1","Book"
"2683","7284","6","1","Book"
"2684","13039","12","1","Book"
"2685","3100","7","2","Book"
"2686","6028","7","9","Book"
"2687","6028","3","2","Book"
"2688","6028","6","2","Book"
"2689","3918","6","4","Book"
"2690","1294","7","33","Book"
"2691","7868","6","4","Book"
"2692","7868","3","1","Book"
"2693","1835","12","1","Book"
"2694","754","6","1","Book"
"2695","756","4","5","Book"
"2696","756","14","5","Book"
"2697","8301","4","1","Book"
"2698","3800","2","1","Book"
"2699","3800","9","1","Book"
"2700","93","7","1","Book"
"2701","7544","2","1","Book"
"2702","22763","15","2","Book"
"2703","22763","3","1","Book"
"2704","22763","7","1","Book"
"2705","8245","6","1","Book"
"2706","5200","6","1","Book"
"2707","3106","6","2","Book"
"2708","2246","6","1","Book"
"2709","2823","7","19","Book"
"2710","2823","10","2","Book"
"2711","2823","2","1","Book"
"2712","1257","13","2","Book"
"2713","1257","6","1","Book"
"2714","3969","6","5","Book"
"2715","3969","2","2","Book"
"2716","4464","6","2","Book"
"2717","6015","11","1","Book"
"2718","5372","5","6","Book"
"2719","5372","7","2","Book"
"2720","5372","4","1","Book"
"2721","8404","2","13","Book"
"2722","8404","9","2","Book"
"2723","8404","5","1","Book"
"2724","1389","6","1","Book"
"2725","6010","7","6","Book"
"2726","6010","6","1","Book"
"2727","6560","2","3","Book"
"2728","286","7","1","Book"
"2729","7002","10","6","Book"
"2730","7002","13","2","Book"
"2731","7002","2","1","Book"
"2732","4721","10","1","Book"
"2733","6065","2","16","Book"
"2734","6065","10","4","Book"
"2735","6065","9","1","Book"
"2736","836","6","1","Book"
"2737","8223","15","3","Book"
"2738","8223","7","2","Book"
"2739","8223","5","1","Book"
"2740","6428","12","1","Book"
"2741","2294","6","1","Book"
"2742","2294","10","1","Book"
"2743","3724","14","9","Book"
"2744","3724","2","5","Book"
"2745","3724","10","5","Book"
"2746","3924","6","2","Book"
"2747","5196","10","2","Book"
"2748","5380","3","1","Book"
"2749","3919","2","8","Book"
"2750","3919","3","1","Book"
"2751","3876","7","2","Book"
"2752","7041","2","3","Book"
"2753","1278","6","2","Book"
"2754","427","7","3","Book"
"2755","427","15","1","Book"
"2756","427","14","1","Book"
"2757","4560","3","1","Book"
"2758","735","7","15","Book"
"2759","735","3","1","Book"
"2760","952","5","1","Book"
"2761","12576","5","1","Book"
"2762","12576","7","1","Book"
"2763","12576","67","1","Book"
"2764","5739","7","4","Book"
"2765","10727","12","1","Book"
"2766","10727","90","1","Book"
"2767","1898","7","1","Book"
"2768","2173","7","1","Book"
"2769","6006","7","1","Book"
"2770","3244","7","3","Book"
"2771","6464","2","8","Book"
"2772","6464","14","8","Book"
"2773","6464","10","3","Book"
"2774","9020","2","1","Book"
"2775","9020","14","1","Book"
"2776","5811","7","1","Book"
"2777","6497","6","2","Book"
"2778","4892","6","17","Book"
"2779","4892","2","1","Book"
"2780","4022","5","1","Book"
"2781","4357","7","2","Book"
"2782","5898","5","6","Book"
"2783","5898","7","1","Book"
"2784","5898","4","1","Book"
"2785","2970","10","2","Book"
"2786","2970","7","1","Book"
"2787","7099","7","7","Book"
"2788","6061","2","1","Book"
"2789","6061","8","1","Book"
"2790","3868","7","1","Book"
"2791","3092","7","1","Book"
"2792","7242","3","1","Book"
"2793","5132","6","2","Book"
"2794","2606","6","1","Book"
"2795","2921","6","1","Book"
"2796","9186","7","1","Book"
"2797","6246","7","1","Book"
"2798","4774","7","3","Book"
"2799","4774","5","3","Book"
"2800","5527","6","1","Book"
"2801","4592","6","1","Book"
"2802","792","2","1","Book"
"2803","792","10","1","Book"
"2804","8640","2","1","Book"
"2805","8640","4","1","Book"
"2806","3832","5","1","Book"
"2807","3832","7","1","Book"
"2808","9244","15","2","Book"
"2809","9244","7","2","Book"
"2810","455","7","1","Book"
"2811","6628","10","1","Book"
"2812","6628","14","1","Book"
"2813","3563","6","3","Book"
"2814","3563","13","1","Book"
"2815","3381","7","11","Book"
"2816","1158","8","1","Book"
"2817","1158","12","1","Book"
"2818","8999","11","1","Book"
"2819","4843","1","1","Book"
"2820","5664","7","4","Book"
"2821","1748","3","1","Book"
"2822","8948","6","1","Book"
"2823","5116","9","1","Book"
"2824","5116","13","1","Book"
"2825","6357","2","1","Book"
"2826","6357","5","1","Book"
"2827","6357","7","1","Book"
"2828","9005","7","4","Book"
"2829","1120","7","2","Book"
"2830","1120","3","1","Book"
"2831","4609","7","1","Book"
"2832","4853","6","1","Book"
"2833","4755","10","2","Book"
"2834","4755","2","1","Book"
"2835","6442","8","1","Book"
"2836","12583","5","1","Book"
"2837","12583","7","1","Book"
"2838","12583","67","1","Book"
"2839","1337","10","1","Book"
"2840","7580","5","1","Book"
"2841","16146","7","1","Book"
"2842","3566","6","1","Book"
"2843","3364","15","1","Book"
"2844","1684","12","1","Book"
"2845","5490","7","12","Book"
"2846","5490","6","3","Book"
"2847","4168","7","1","Book"
"2848","4168","6","1","Book"
"2849","4168","14","1","Book"
"2850","1891","2","2","Book"
"2851","1891","14","2","Book"
"2852","8686","2","2","Book"
"2853","8686","4","1","Book"
"2854","8883","3","1","Book"
"2855","8883","5","1","Book"
"2856","8883","6","1","Book"
"2857","1791","7","3","Book"
"2858","7649","3","11","Book"
"2859","7649","4","2","Book"
"2860","7649","6","1","Book"
"2861","2117","7","3","Book"
"2862","7929","7","1","Book"
"2863","6296","7","2","Book"
"2864","826","6","2","Book"
"2865","1023","6","5","Book"
"2866","2764","7","2","Book"
"2867","2441","7","3","Book"
"2868","9072","2","1","Book"
"2869","8156","12","1","Book"
"2870","1927","2","11","Book"
"2871","1927","7","6","Book"
"2872","1927","10","1","Book"
"2873","818","7","1","Book"
"2874","999","3","1","Book"
"2875","1352","12","1","Book"
"2876","9187","7","1","Book"
"2877","390","7","1","Book"
"2878","390","6","1","Book"
"2879","390","5","1","Book"
"2880","1519","2","1","Book"
"2881","4563","6","1","Book"
"2882","1492","7","2","Book"
"2883","1492","8","1","Book"
"2884","1266","7","1","Book"
