"id","person_id","genre_id","weight","element_type"
"1003","6572","5","2","Book"
"1004","3118","6","1","Book"
"1005","1450","2","5","Book"
"1006","1450","9","4","Book"
"1007","1450","6","2","Book"
"1008","8675","6","1","Book"
"1009","5495","6","1","Book"
"1010","5441","12","2","Book"
"1011","5441","8","1","Book"
"1012","5441","10","1","Book"
"1013","7647","3","1","Book"
"1014","11229","67","1","Book"
"1015","11229","7","1","Book"
"1016","2951","7","35","Book"
"1017","2951","5","2","Book"
"1018","11203","90","1","Book"
"1019","5794","7","38","Book"
"1020","5794","14","2","Book"
"1021","5794","6","1","Book"
"1022","6109","7","1","Book"
"1023","7219","7","2","Book"
"1024","7219","14","2","Book"
"1025","471","7","2","Book"
"1026","471","3","1","Book"
"1027","2305","2","1","Book"
"1028","2305","10","1","Book"
"1029","119","6","3","Book"
"1030","4200","14","1","Book"
"1031","678","7","4","Book"
"1032","2679","2","1","Book"
"1033","2679","7","1","Book"
"1034","3968","6","4","Book"
"1035","3968","2","3","Book"
"1036","3968","7","2","Book"
"1037","8041","2","3","Book"
"1038","8041","6","1","Book"
"1039","1507","7","6","Book"
"1040","1507","5","1","Book"
"1041","4205","10","1","Book"
"1042","352","7","2","Book"
"1043","352","12","1","Book"
"1044","2922","6","1","Book"
"1045","5686","4","8","Book"
"1046","5686","2","1","Book"
"1047","5686","6","1","Book"
"1048","6162","7","2","Book"
"1049","7974","7","2","Book"
"1050","4456","6","1","Book"
"1051","3182","6","1","Book"
"1052","3182","8","1","Book"
"1053","3182","11","1","Book"
"1054","5946","7","27","Book"
"1055","5946","6","3","Book"
"1056","5946","8","2","Book"
"1057","2452","5","1","Book"
"1058","7375","7","10","Book"
"1059","6700","7","28","Book"
"1060","5639","7","5","Book"
"1061","5639","4","1","Book"
"1062","2114","8","2","Book"
"1063","5500","10","1","Book"
"1064","7125","12","1","Book"
"1065","650","6","3","Book"
"1066","650","8","1","Book"
"1067","5466","7","2","Book"
"1068","6654","7","12","Book"
"1069","5829","6","2","Book"
"1070","5430","2","2","Book"
"1071","5430","13","1","Book"
"1072","6009","7","5","Book"
"1073","5673","6","1","Book"
"1074","774","7","1","Book"
"1075","8835","7","2","Book"
"1076","9028","6","1","Book"
"1077","9028","10","1","Book"
"1078","9028","2","1","Book"
"1079","105","5","1","Book"
"1080","6765","7","3","Book"
"1081","1876","13","1","Book"
"1082","7332","6","1","Book"
"1083","7332","2","1","Book"
"1084","2611","8","4","Book"
"1085","2611","6","3","Book"
"1086","8537","7","2","Book"
"1087","9257","15","1","Book"
"1088","9257","7","1","Book"
"1089","9096","15","1","Book"
"1090","3978","7","1","Book"
"1091","876","6","1","Book"
"1092","1740","1","1","Book"
"1093","7952","8","1","Book"
"1094","3575","7","2","Book"
"1095","2966","7","1","Book"
"1096","9052","3","1","Book"
"1097","5869","7","1","Book"
"1098","6085","2","1","Book"
"1099","6040","7","2","Book"
"1100","898","6","1","Book"
"1101","372","7","10","Book"
"1102","2743","6","1","Book"
"1103","2743","2","1","Book"
"1104","4491","7","9","Book"
"1105","2211","6","1","Book"
"1106","3491","7","9","Book"
"1107","4971","7","1","Book"
"1108","7906","7","11","Book"
"1109","7906","5","1","Book"
"1110","7906","14","1","Book"
"1111","7011","7","1","Book"
"1112","1367","7","1","Book"
"1113","4182","3","1","Book"
"1114","5779","12","3","Book"
"1115","7440","7","10","Book"
"1116","4941","7","4","Book"
"1117","7179","7","4","Book"
"1118","347","9","1","Book"
"1119","4616","7","1","Book"
"1120","2827","12","1","Book"
"1121","3531","4","6","Book"
"1122","3355","7","11","Book"
"1123","9182","7","1","Book"
"1124","9182","3","1","Book"
"1125","9182","14","1","Book"
"1126","5162","7","4","Book"
"1127","2344","2","1","Book"
"1128","9685","15","1","Book"
"1129","9685","7","1","Book"
"1130","3176","4","1","Book"
"1131","4273","7","2","Book"
"1132","8090","7","32","Book"
"1133","8090","2","2","Book"
"1134","8090","3","1","Book"
"1135","3283","6","1","Book"
"1136","1433","7","8","Book"
"1137","2027","6","1","Book"
"1138","2027","14","1","Book"
"1139","2387","2","7","Book"
"1140","2387","4","1","Book"
"1141","483","8","1","Book"
"1142","3128","2","2","Book"
"1143","4647","7","1","Book"
"1144","5207","1","1","Book"
"1145","1504","6","2","Book"
"1146","2643","7","5","Book"
"1147","1542","10","2","Book"
"1148","1542","2","1","Book"
"1149","7934","6","1","Book"
"1150","2164","6","1","Book"
"1151","1420","6","1","Book"
"1152","1420","10","1","Book"
"1153","3836","10","1","Book"
"1154","8182","7","6","Book"
"1155","348","6","1","Book"
"1156","1464","6","1","Book"
"1157","2251","7","1","Book"
"1158","3811","6","1","Book"
"1159","3811","14","1","Book"
"1160","9987","5","2","Book"
"1161","9987","7","2","Book"
"1162","9987","67","2","Book"
"1163","14315","7","2","Book"
"1164","14315","15","2","Book"
"1165","14315","3","1","Book"
"1166","275","7","2","Book"
"1167","275","15","1","Book"
"1168","4349","13","1","Book"
"1169","1201","2","3","Book"
"1170","5264","2","16","Book"
"1171","5264","10","8","Book"
"1172","5264","14","4","Book"
"1173","8035","7","16","Book"
"1174","8035","4","6","Book"
"1175","8035","5","1","Book"
"1176","4598","10","2","Book"
"1177","7627","7","2","Book"
"1178","514","6","1","Book"
"1179","5163","7","61","Book"
"1180","5163","5","1","Book"
"1181","5163","6","1","Book"
"1182","2051","10","5","Book"
"1183","1989","7","3","Book"
"1184","1334","2","1","Book"
"1185","1334","12","1","Book"
"1186","11232","67","1","Book"
"1187","11232","7","1","Book"
"1188","6291","5","4","Book"
"1189","6291","7","2","Book"
"1190","11235","67","1","Book"
"1191","11235","7","1","Book"
"1192","1460","2","6","Book"
"1193","1460","14","1","Book"
"1194","1460","4","1","Book"
"1195","7738","3","1","Book"
"1196","6491","6","2","Book"
"1197","6491","5","1","Book"
"1198","1230","5","7","Book"
"1199","1230","7","7","Book"
"1200","6907","7","148","Book"
"1201","6907","2","42","Book"
"1202","6907","6","4","Book"
"1203","6948","5","2","Book"
"1204","6948","7","2","Book"
"1205","5911","2","106","Book"
"1206","5911","10","44","Book"
"1207","5911","9","3","Book"
"1208","9126","7","2","Book"
"1209","4452","7","1","Book"
"1210","1779","7","1","Book"
"1211","1770","2","1","Book"
"1212","2459","2","13","Book"
"1213","2459","10","11","Book"
"1214","2459","12","4","Book"
"1215","5182","6","2","Book"
"1216","5182","8","1","Book"
"1217","9022","3","1","Book"
"1218","5138","7","19","Book"
"1219","3102","7","1","Book"
"1220","4709","14","1","Book"
"1221","7030","6","1","Book"
"1222","7030","3","1","Book"
"1223","7030","4","1","Book"
"1224","3453","2","1","Book"
"1225","910","2","4","Book"
"1226","5470","7","1","Book"
"1227","5186","7","4","Book"
"1228","5186","6","1","Book"
"1229","3989","7","5","Book"
"1230","11207","7","3","Book"
"1231","4651","7","3","Book"
"1232","3137","7","2","Book"
"1233","5305","2","4","Book"
"1234","660","7","6","Book"
"1235","6811","7","6","Book"
"1236","6811","3","1","Book"
"1237","208","12","1","Book"
"1238","6711","7","4","Book"
"1239","5136","5","1","Book"
"1240","5316","4","1","Book"
"1241","2052","12","1","Book"
"1242","3751","6","1","Book"
"1243","732","7","3","Book"
"1244","8712","6","1","Book"
"1245","6857","7","1","Book"
"1246","1119","6","1","Book"
"1247","1503","3","3","Book"
"1248","1503","6","2","Book"
"1249","1503","5","1","Book"
"1250","8378","15","1","Book"
"1251","4524","4","1","Book"
"1252","709","7","2","Book"
"1253","728","7","9","Book"
"1254","3786","9","3","Book"
"1255","3786","13","3","Book"
"1256","3252","2","1","Book"
"1257","3252","4","1","Book"
"1258","108","5","2","Book"
"1259","108","2","1","Book"
"1260","4164","7","2","Book"
"1261","9101","2","1","Book"
"1262","9101","12","1","Book"
"1263","5334","7","4","Book"
"1264","362","3","1","Book"
"1265","501","6","3","Book"
"1266","448","7","2","Book"
"1267","1123","10","2","Book"
"1268","1123","12","1","Book"
"1269","1123","6","1","Book"
"1270","784","7","4","Book"
"1271","6933","2","20","Book"
"1272","6933","7","1","Book"
"1273","1112","13","1","Book"
"1274","1607","6","1","Book"
"1275","6505","6","1","Book"
"1276","7574","2","1","Book"
"1277","3587","6","3","Book"
"1278","3587","3","1","Book"
"1279","3018","6","7","Book"
"1280","3018","2","3","Book"
"1281","3018","3","2","Book"
"1282","8249","6","1","Book"
"1283","4107","6","2","Book"
"1284","8391","5","1","Book"
"1285","8391","7","1","Book"
"1286","917","7","1","Book"
"1287","1797","6","1","Book"
"1288","2318","7","1","Book"
"1289","9007","6","13","Book"
"1290","9007","12","1","Book"
"1291","4705","14","1","Book"
"1292","655","5","1","Book"
"1293","655","7","1","Book"
"1294","10520","15","1","Book"
"1295","10520","7","1","Book"
"1296","10520","14","1","Book"
"1297","145","3","1","Book"
"1298","3878","6","4","Book"
"1299","3878","14","1","Book"
"1300","3878","7","1","Book"
"1301","7552","1","1","Book"
"1302","9092","15","7","Book"
"1303","9092","7","5","Book"
"1304","9092","3","2","Book"
"1305","7050","7","2","Book"
"1306","13267","15","3","Book"
"1307","13267","7","3","Book"
"1308","16360","12","1","Book"
"1309","3774","2","22","Book"
"1310","3774","9","1","Book"
"1311","6196","6","1","Book"
"1312","5055","7","1","Book"
"1313","3970","3","7","Book"
"1314","5117","6","2","Book"
"1315","676","7","3","Book"
"1316","3533","10","7","Book"
"1317","3533","4","6","Book"
"1318","3533","6","2","Book"
"1319","9000","2","1","Book"
"1320","4575","4","7","Book"
"1321","9986","5","2","Book"
"1322","9986","7","2","Book"
"1323","9986","67","2","Book"
"1324","2698","6","3","Book"
"1325","2698","2","3","Book"
"1326","3511","2","4","Book"
"1327","3511","10","3","Book"
"1328","2709","2","2","Book"
"1329","1751","2","1","Book"
"1330","1751","3","1","Book"
"1331","1751","6","1","Book"
"1332","7327","6","3","Book"
"1333","2875","7","3","Book"
"1334","2875","14","1","Book"
"1335","2422","7","1","Book"
"1336","9169","7","2","Book"
"1337","6683","3","1","Book"
"1338","2509","1","1","Book"
"1339","2509","13","1","Book"
"1340","5641","2","9","Book"
"1341","5641","10","3","Book"
"1342","5641","8","2","Book"
"1343","3977","3","3","Book"
"1344","3977","6","2","Book"
"1345","3977","14","1","Book"
"1346","850","2","6","Book"
"1347","850","8","1","Book"
"1348","4009","7","1","Book"
"1349","9972","5","1","Book"
"1350","9972","7","1","Book"
"1351","9972","14","1","Book"
"1352","197","2","2","Book"
"1353","197","12","1","Book"
"1354","13273","15","1","Book"
"1355","13273","7","1","Book"
"1356","11331","11","2","Book"
"1357","203","7","3","Book"
"1358","8567","2","28","Book"
"1359","8567","3","9","Book"
"1360","8567","7","7","Book"
"1361","250","14","17","Book"
"1362","250","2","16","Book"
"1363","250","10","4","Book"
"1364","2416","7","1","Book"
"1365","1388","7","22","Book"
"1366","1388","3","1","Book"
"1367","7220","6","1","Book"
"1368","1708","10","35","Book"
"1369","1708","7","31","Book"
"1370","1708","2","5","Book"
"1371","4364","2","2","Book"
"1372","4364","13","1","Book"
"1373","3890","6","12","Book"
"1374","3890","3","1","Book"
"1375","566","14","11","Book"
"1376","566","10","9","Book"
"1377","4523","6","1","Book"
"1378","3219","3","4","Book"
"1379","3219","7","1","Book"
"1380","1150","7","5","Book"
"1381","1150","14","1","Book"
"1382","3132","7","5","Book"
"1383","7296","7","3","Book"
"1384","7296","3","2","Book"
"1385","6017","4","1","Book"
"1386","7063","1","1","Book"
"1387","4337","2","1","Book"
"1388","9044","10","1","Book"
"1389","1340","7","5","Book"
"1390","1340","6","2","Book"
"1391","1340","14","1","Book"
"1392","2327","7","2","Book"
"1393","679","10","3","Book"
"1394","679","7","2","Book"
"1395","679","6","1","Book"
"1396","9686","15","1","Book"
"1397","9686","7","1","Book"
"1398","891","6","1","Book"
"1399","8166","3","2","Book"
"1400","8166","6","1","Book"
"1401","7930","2","4","Book"
"1402","7930","6","2","Book"
"1403","7930","7","1","Book"
"1404","8875","12","1","Book"
"1405","969","6","3","Book"
"1406","969","3","1","Book"
"1407","3780","12","1","Book"
"1408","7950","7","3","Book"
"1409","1860","10","1","Book"
"1410","1860","11","1","Book"
"1411","5666","3","3","Book"
"1412","882","7","13","Book"
"1413","5521","6","1","Book"
"1414","2621","6","1","Book"
"1415","6989","7","1","Book"
"1416","6424","6","2","Book"
"1417","146","7","5","Book"
"1418","7939","7","13","Book"
"1419","7939","6","3","Book"
"1420","7939","2","2","Book"
"1421","996","1","1","Book"
"1422","996","8","1","Book"
"1423","786","6","1","Book"
"1424","786","7","1","Book"
"1425","1756","7","4","Book"
"1426","1756","6","1","Book"
"1427","9174","7","2","Book"
"1428","9174","67","2","Book"
"1429","9174","3","1","Book"
"1430","7549","5","1","Book"
"1431","7549","7","1","Book"
"1432","1955","7","1","Book"
"1433","1955","2","1","Book"
"1434","918","10","18","Book"
"1435","918","2","3","Book"
"1436","918","9","1","Book"
"1437","6640","3","6","Book"
"1438","6640","2","1","Book"
"1439","829","2","7","Book"
"1440","829","10","3","Book"
"1441","829","9","1","Book"
"1442","3285","6","1","Book"
"1443","4380","6","1","Book"
"1444","3108","2","1","Book"
"1445","5629","6","2","Book"
"1446","3489","7","17","Book"
"1447","3489","8","1","Book"
"1448","3489","6","1","Book"
"1449","1430","6","1","Book"
"1450","3091","7","1","Book"
"1451","6414","2","24","Book"
"1452","6414","14","2","Book"
"1453","6414","3","1","Book"
"1454","5710","6","1","Book"
"1455","5710","8","1","Book"
"1456","1149","6","1","Book"
"1457","1149","10","1","Book"
"1458","5781","8","1","Book"
"1459","7297","7","10","Book"
"1460","7297","10","2","Book"
"1461","7297","5","1","Book"
"1462","893","7","42","Book"
"1463","893","3","1","Book"
"1464","3842","13","1","Book"
"1465","7831","7","1","Book"
"1466","195","7","1","Book"
"1467","6790","4","2","Book"
"1468","14314","6","1","Book"
"1469","14314","90","1","Book"
"1470","6993","6","2","Book"
"1471","6993","2","1","Book"
"1472","6177","7","2","Book"
"1473","1660","2","30","Book"
"1474","1660","12","3","Book"
"1475","1660","8","3","Book"
"1476","5744","6","1","Book"
"1477","1651","7","3","Book"
"1478","8665","4","1","Book"
"1479","8665","3","1","Book"
"1480","1578","2","1","Book"
"1481","1578","10","1","Book"
"1482","1730","6","1","Book"
"1483","228","11","1","Book"
"1484","228","12","1","Book"
"1485","228","6","1","Book"
"1486","664","13","1","Book"
"1487","5955","7","2","Book"
"1488","5873","6","1","Book"
"1489","776","6","1","Book"
"1490","524","8","1","Book"
"1491","578","7","2","Book"
"1492","908","13","1","Book"
"1493","173","7","36","Book"
"1494","173","3","1","Book"
"1495","4870","1","1","Book"
"1496","4870","12","1","Book"
"1497","9263","67","1","Book"
"1498","9263","7","1","Book"
"1499","7723","7","1","Book"
"1500","4159","15","1","Book"
"1501","8539","3","1","Book"
"1502","4099","6","3","Book"
"1503","4099","7","2","Book"
"1504","4696","7","26","Book"
"1505","4696","3","2","Book"
"1506","4696","5","1","Book"
"1507","2061","7","4","Book"
"1508","1538","2","4","Book"
"1509","1538","4","1","Book"
"1510","3927","7","2","Book"
"1511","3481","7","6","Book"
"1512","7118","6","1","Book"
"1513","2133","2","4","Book"
"1514","2133","6","2","Book"
"1515","1561","7","3","Book"
"1516","9139","7","1","Book"
"1517","642","5","1","Book"
"1518","642","3","1","Book"
"1519","642","7","1","Book"
"1520","9094","7","5","Book"
"1521","9094","3","2","Book"
"1522","8774","4","2","Book"
"1523","5434","2","22","Book"
"1524","5434","9","3","Book"
"1525","5434","7","2","Book"
"1526","817","5","3","Book"
"1527","6305","6","4","Book"
"1528","6305","3","1","Book"
"1529","6417","7","1","Book"
"1530","4698","7","4","Book"
"1531","708","7","8","Book"
"1532","1798","6","4","Book"
"1533","2811","2","2","Book"
"1534","2811","7","2","Book"
"1535","2610","4","1","Book"
"1536","7171","7","18","Book"
"1537","7171","5","1","Book"
"1538","7171","6","1","Book"
"1539","9230","15","1","Book"
"1540","9230","7","1","Book"
"1541","5906","3","1","Book"
"1542","5906","7","1","Book"
"1543","1984","5","2","Book"
"1544","1984","7","2","Book"
"1545","727","7","2","Book"
"1546","672","3","1","Book"
"1547","672","6","1","Book"
"1548","1940","2","52","Book"
"1549","1940","5","2","Book"
"1550","1940","9","1","Book"
"1551","2749","3","1","Book"
"1552","2749","14","1","Book"
"1553","2200","6","1","Book"
"1554","6234","7","18","Book"
"1555","1690","6","1","Book"
"1556","325","7","1","Book"
"1557","2142","6","3","Book"
"1558","4394","4","6","Book"
"1559","4394","7","5","Book"
"1560","4394","5","1","Book"
"1561","2309","7","3","Book"
"1562","2145","4","2","Book"
"1563","2145","7","2","Book"
"1564","13489","7","4","Book"
"1565","13489","15","4","Book"
"1566","563","2","3","Book"
"1567","2423","7","1","Book"
"1568","5278","3","1","Book"
"1569","5278","6","1","Book"
"1570","4262","7","2","Book"
"1571","2045","11","1","Book"
"1572","2045","12","1","Book"
"1573","6072","10","2","Book"
"1574","9192","7","1","Book"
"1575","9192","3","1","Book"
"1576","5770","7","1","Book"
"1577","5773","9","1","Book"
"1578","5773","13","1","Book"
"1579","3266","7","2","Book"
"1580","1905","7","1","Book"
"1581","5130","7","1","Book"
"1582","654","7","5","Book"
"1583","3809","7","3","Book"
"1584","3809","3","1","Book"
"1585","8673","3","1","Book"
"1586","8673","14","1","Book"
"1587","468","7","1","Book"
"1588","468","8","1","Book"
"1589","8839","7","1","Book"
"1590","1320","6","6","Book"
"1591","1320","2","1","Book"
"1592","1320","9","1","Book"
"1593","7371","6","1","Book"
"1594","7371","4","1","Book"
"1595","7212","7","2","Book"
"1596","7212","3","1","Book"
"1597","7212","14","1","Book"
"1598","5017","7","2","Book"
"1599","5701","6","2","Book"
"1600","3654","6","1","Book"
"1601","451","3","2","Book"
"1602","2910","6","1","Book"
"1603","7986","1","16","Book"
"1604","7986","13","11","Book"
"1605","7986","9","4","Book"
"1606","877","6","1","Book"
"1607","877","7","1","Book"
"1608","8595","7","7","Book"
"1609","6458","10","1","Book"
"1610","7479","7","1","Book"
"1611","5936","2","5","Book"
"1612","5936","8","1","Book"
"1613","5936","7","1","Book"
"1614","5179","2","5","Book"
"1615","5179","6","1","Book"
"1616","6927","7","2","Book"
"1617","6927","5","1","Book"
"1618","8748","3","1","Book"
"1619","681","7","9","Book"
"1620","3704","2","2","Book"
"1621","3704","6","2","Book"
"1622","4704","8","2","Book"
"1623","7542","7","1","Book"
"1624","8958","6","2","Book"
"1625","6995","8","1","Book"
"1626","9024","10","1","Book"
"1627","9024","11","1","Book"
"1628","9024","13","1","Book"
"1629","951","6","1","Book"
"1630","223","7","1","Book"
"1631","701","6","3","Book"
"1632","560","7","6","Book"
"1633","560","5","2","Book"
"1634","527","7","13","Book"
"1635","2937","9","2","Book"
"1636","2937","13","2","Book"
"1637","7587","7","7","Book"
"1638","4369","8","1","Book"
"1639","557","2","1","Book"
"1640","3504","8","1","Book"
"1641","1443","6","2","Book"
"1642","3211","6","1","Book"
"1643","1373","8","1","Book"
"1644","12578","5","1","Book"
"1645","12578","7","1","Book"
"1646","12578","67","1","Book"
"1647","9982","5","1","Book"
"1648","9982","7","1","Book"
"1649","9982","14","1","Book"
"1650","3870","6","1","Book"
"1651","2383","7","2","Book"
"1652","2715","7","12","Book"
"1653","4388","7","1","Book"
"1654","5202","6","2","Book"
"1655","8481","5","2","Book"
"1656","5431","7","10","Book"
"1657","3581","7","1","Book"
"1658","2667","6","7","Book"
"1659","2667","4","1","Book"
"1660","4768","7","5","Book"
"1661","2678","3","1","Book"
"1662","2664","4","1","Book"
"1663","6047","2","18","Book"
"1664","6047","9","3","Book"
"1665","5700","7","5","Book"
"1666","5700","10","2","Book"
"1667","5700","6","1","Book"
"1668","1687","10","2","Book"
"1669","2712","6","1","Book"
"1670","3487","7","1","Book"
"1671","2131","7","6","Book"
"1672","6789","4","1","Book"
"1673","534","7","2","Book"
"1674","7175","6","1","Book"
"1675","2389","6","1","Book"
"1676","3470","2","1","Book"
"1677","3470","7","1","Book"
"1678","3470","10","1","Book"
"1679","2842","14","5","Book"
"1680","2842","7","5","Book"
"1681","2842","5","1","Book"
"1682","3409","7","5","Book"
"1683","7824","2","8","Book"
"1684","7824","8","1","Book"
"1685","3784","5","1","Book"
"1686","8427","5","1","Book"
"1687","8427","7","1","Book"
"1688","4716","6","1","Book"
"1689","4550","6","1","Book"
"1690","3812","7","1","Book"
"1691","643","7","1","Book"
"1692","5363","6","10","Book"
"1693","1323","6","1","Book"
"1694","1259","7","1","Book"
"1695","9204","15","1","Book"
"1696","9204","7","1","Book"
"1697","52","3","57","Book"
"1698","52","9","2","Book"
"1699","52","2","1","Book"
"1700","7028","6","3","Book"
"1701","7028","5","1","Book"
"1702","8145","6","1","Book"
"1703","4719","2","2","Book"
"1704","2438","7","1","Book"
"1705","1439","6","1","Book"
"1706","16136","15","1","Book"
"1707","16136","14","1","Book"
"1708","16136","7","1","Book"
"1709","1348","6","1","Book"
"1710","16945","15","1","Book"
"1711","16945","7","1","Book"
"1712","2724","2","24","Book"
"1713","3772","2","1","Book"
"1714","3406","7","1","Book"
"1715","9264","67","1","Book"
"1716","9264","7","1","Book"
"1717","3375","7","1","Book"
"1718","7361","7","108","Book"
"1719","7361","2","4","Book"
"1720","7361","12","4","Book"
"1721","718","7","1","Book"
"1722","7504","7","1","Book"
"1723","4585","6","1","Book"
"1724","5190","6","2","Book"
"1725","4579","7","9","Book"
"1726","11206","90","1","Book"
"1727","542","2","6","Book"
"1728","542","12","3","Book"
"1729","8153","7","6","Book"
"1730","3069","5","18","Book"
"1731","3069","7","12","Book"
"1732","3069","3","1","Book"
"1733","1365","7","2","Book"
"1734","1365","10","1","Book"
"1735","5531","7","1","Book"
"1736","7487","6","1","Book"
"1737","885","7","1","Book"
"1738","7637","3","2","Book"
"1739","5669","7","2","Book"
"1740","3475","7","1","Book"
"1741","3475","15","1","Book"
"1742","4275","7","4","Book"
"1743","4275","5","2","Book"
"1744","4275","4","2","Book"
"1745","7049","7","5","Book"
"1746","6386","8","1","Book"
"1747","9217","15","1","Book"
"1748","9217","7","1","Book"
"1749","2763","7","3","Book"
"1750","2763","2","1","Book"
"1751","5933","7","2","Book"
"1752","465","7","36","Book"
"1753","901","2","10","Book"
"1754","901","3","5","Book"
"1755","4778","7","1","Book"
"1756","4526","7","2","Book"
"1757","5140","6","1","Book"
"1758","5140","7","1","Book"
"1759","4741","6","1","Book"
"1760","5596","6","1","Book"
"1761","6376","7","2","Book"
"1762","78","6","1","Book"
"1763","6011","4","2","Book"
"1764","187","7","1","Book"
"1765","1357","14","1","Book"
"1766","4069","7","3","Book"
"1767","4069","3","1","Book"
"1768","4069","14","1","Book"
"1769","8440","6","1","Book"
"1770","1599","6","1","Book"
"1771","3663","3","6","Book"
"1772","3663","5","4","Book"
"1773","5831","4","1","Book"
"1774","5831","6","1","Book"
"1775","1179","12","2","Book"
"1776","1179","8","1","Book"
"1777","3948","2","2","Book"
"1778","3948","10","1","Book"
"1779","3948","9","1","Book"
"1780","852","2","3","Book"
"1781","852","10","3","Book"
"1782","5808","14","1","Book"
"1783","8609","2","1","Book"
"1784","8609","14","1","Book"
"1785","8609","1","1","Book"
"1786","198","7","22","Book"
"1787","198","10","10","Book"
"1788","198","2","4","Book"
"1789","3564","7","2","Book"
"1790","8632","2","1","Book"
"1791","4795","7","1","Book"
"1792","4162","3","1","Book"
"1793","8124","7","1","Book"
"1794","8124","6","1","Book"
"1795","366","6","1","Book"
"1796","3785","9","1","Book"
"1797","3785","13","1","Book"
"1798","450","5","1","Book"
"1799","13281","15","5","Book"
"1800","13281","7","5","Book"
"1801","9019","2","1","Book"
"1802","9019","14","1","Book"
"1803","415","7","1","Book"
"1804","354","7","54","Book"
"1805","354","6","1","Book"
"1806","354","14","1","Book"
"1807","408","6","1","Book"
"1808","5706","6","1","Book"
"1809","7217","7","1","Book"
"1810","5285","7","1","Book"
"1811","670","7","1","Book"
"1812","5937","7","16","Book"
"1813","7352","7","3","Book"
"1814","7352","3","2","Book"
"1815","7352","14","1","Book"
"1816","2881","6","1","Book"
"1817","6999","7","8","Book"
"1818","7197","7","3","Book"
"1819","5715","2","1","Book"
"1820","5715","7","1","Book"
"1821","1663","7","2","Book"
"1822","1663","10","2","Book"
"1823","1663","2","1","Book"
"1824","4779","7","2","Book"
"1825","3474","7","12","Book"
"1826","4448","7","8","Book"
"1827","4448","4","2","Book"
"1828","4448","5","1","Book"
"1829","1377","6","11","Book"
"1830","1377","2","4","Book"
"1831","1377","14","4","Book"
"1832","2075","5","1","Book"
"1833","10119","7","1","Book"
"1834","8753","6","1","Book"
"1835","4095","12","8","Book"
"1836","4095","2","2","Book"
"1837","4095","6","1","Book"
"1838","7988","6","1","Book"
"1839","4580","2","1","Book"
"1840","7218","7","7","Book"
"1841","3532","6","1","Book"
"1842","765","6","2","Book"
"1843","765","7","1","Book"
"1844","7512","5","1","Book"
"1845","6636","9","1","Book"
"1846","6636","13","1","Book"
"1847","6571","7","2","Book"
"1848","5465","7","1","Book"
"1849","3726","4","13","Book"
"1850","3726","6","1","Book"
"1851","207","6","1","Book"
"1852","207","11","1","Book"
"1853","433","6","5","Book"
"1854","433","8","1","Book"
"1855","433","11","1","Book"
"1856","1029","2","1","Book"
"1857","3404","7","3","Book"
"1858","3404","2","2","Book"
"1859","3056","7","6","Book"
"1860","3056","6","1","Book"
"1861","4216","6","1","Book"
"1862","4216","7","1","Book"
"1863","761","13","6","Book"
"1864","761","9","1","Book"
"1865","761","2","1","Book"
"1866","3942","6","1","Book"
"1867","7376","7","2","Book"
"1868","1350","10","1","Book"
"1869","3869","6","1","Book"
"1870","1494","7","1","Book"
"1871","2345","3","1","Book"
"1872","2004","7","2","Book"
"1873","1130","6","1","Book"
"1874","51","1","1","Book"
"1875","51","14","1","Book"
"1876","3515","7","1","Book"
"1877","3515","4","1","Book"
"1878","1565","6","2","Book"
"1879","1565","3","1","Book"
"1880","1565","5","1","Book"
"1881","1983","7","7","Book"
"1882","2419","7","1","Book"
"1883","9011","7","1","Book"
"1884","1289","3","1","Book"
"1885","3299","5","2","Book"
"1886","3299","15","1","Book"
"1887","3299","7","1","Book"
"1888","9980","5","1","Book"
"1889","9980","7","1","Book"
"1890","9980","14","1","Book"
"1891","2706","7","1","Book"
"1892","4729","5","1","Book"
"1893","4729","6","1","Book"
"1894","8631","7","24","Book"
"1895","8631","8","1","Book"
"1896","8631","6","1","Book"
"1897","5626","7","2","Book"
"1898","6492","3","55","Book"
"1899","8130","7","1","Book"
"1900","7593","3","1","Book"
"1901","3003","10","7","Book"
"1902","8522","4","3","Book"
"1903","1172","7","2","Book"
"1904","1172","2","1","Book"
"1905","658","7","2","Book"
"1906","652","7","49","Book"
"1907","652","3","3","Book"
"1908","652","10","3","Book"
"1909","3064","12","1","Book"
"1910","7492","7","1","Book"
"1911","4840","7","10","Book"
"1912","3050","2","2","Book"
"1913","3050","6","1","Book"
"1914","179","6","3","Book"
"1915","6188","6","1","Book"
"1916","7015","2","1","Book"
"1917","9191","15","1","Book"
"1918","9191","7","1","Book"
"1919","5677","7","12","Book"
"1920","5677","6","1","Book"
"1921","385","7","2","Book"
"1922","7576","7","2","Book"
"1923","5379","2","2","Book"
"1924","5379","7","2","Book"
"1925","5074","14","5","Book"
"1926","5074","10","2","Book"
"1927","5074","2","1","Book"
"1928","3486","7","9","Book"
"1929","3486","14","3","Book"
"1930","9971","5","2","Book"
"1931","9971","7","2","Book"
"1932","9971","14","1","Book"
"1933","4869","1","2","Book"
"1934","5800","7","9","Book"
"1935","2067","2","4","Book"
"1936","2067","5","1","Book"
"1937","428","7","1","Book"
"1938","6220","8","1","Book"
"1939","2727","3","11","Book"
"1940","2727","6","6","Book"
"1941","2727","5","6","Book"
"1942","3937","4","1","Book"
"1943","3937","14","1","Book"
