"id","person_id","film_id"
"5212","7476","5648"
"5213","7562","5648"
"5217","10127","1068"
"5218","10128","1068"
"5219","10129","1068"
"5223","6506","3705"
"5224","8361","3705"
"5225","20784","3705"
"5226","6261","5857"
"5227","10449","5857"
"5228","10450","5857"
"5229","6261","646"
"5230","8235","646"
"5231","10449","646"
"5232","6261","739"
"5233","10449","739"
"5234","8235","739"
"5235","20787","6475"
"5236","5045","6475"
"5237","20788","6475"
"5243","14482","1308"
"5244","14483","1308"
"5245","11955","318"
"5246","12147","318"
"5247","13101","318"
"5251","20797","78"
"5252","2377","78"
"5253","17818","78"
"5254","11780","5675"
"5255","11781","5675"
"5256","11782","5675"
"5257","11178","6608"
"5258","10809","6608"
"5259","4601","6608"
"5260","10155","2171"
"5261","8222","2171"
"5262","7477","2171"
"5275","20810","5169"
"5276","20811","5169"
"5277","7190","5169"
"5278","12970","3056"
"5279","12999","3056"
"5280","11325","3056"
"5281","11669","2961"
"5282","20819","2961"
"5283","16124","2961"
"5284","15345","4351"
"5285","956","4351"
"5286","15346","4351"
"5287","10815","5105"
"5288","17576","5105"
"5289","20820","5105"
"5293","12705","5458"
"5294","19662","5458"
"5295","8848","5458"
"5296","20830","6017"
"5297","17732","6017"
"5298","20831","6017"
"5299","209","3884"
"5300","14054","3884"
"5304","15087","1436"
"5305","4975","1436"
"5306","19601","1436"
"5307","15224","4394"
"5308","1295","4394"
"5309","8498","4394"
"5310","19102","6180"
"5311","13401","6180"
"5312","10392","6180"
"5315","11967","3904"
"5316","11968","3904"
"5317","17505","3904"
"5318","20859","6457"
"5319","10482","6457"
"5320","20860","6457"
"5321","10758","6204"
"5322","20861","6204"
"5323","10392","6204"
"5324","11737","3459"
"5325","20864","3459"
"5326","7754","3459"
"5329","14373","603"
"5330","14054","603"
"5331","7506","664"
"5332","20868","664"
"5333","20869","664"
"5337","20879","2930"
"5338","20880","2930"
"5339","20881","2930"
"5345","6653","2195"
"5346","2289","2195"
"5347","16174","2195"
"5351","20901","3141"
"5352","14528","3141"
"5353","20902","3141"
"5357","20715","5879"
"5358","10313","2100"
"5359","6849","2100"
"5360","20924","2100"
"5361","20925","683"
"5362","20926","683"
"5363","13757","683"
"5370","20932","3798"
"5371","20933","3798"
"5372","20934","3798"
"5373","20937","3509"
"5374","10815","5548"
"5375","20929","5548"
"5376","20930","5548"
"5377","20942","3382"
"5378","16382","3205"
"5379","20946","3205"
"5380","20947","3205"
"5384","12705","6467"
"5385","8848","6467"
"5386","20955","6467"
"5387","3000","2106"
"5388","20958","2106"
"5389","20959","2106"
"5390","11316","86"
"5391","115","86"
"5392","12304","86"
"5405","18317","2181"
"5406","11955","2181"
"5407","12563","2181"
"5417","559","5423"
"5418","1951","5423"
"5419","21000","5423"
"5420","21004","733"
"5421","21005","733"
"5422","17527","733"
"5429","12115","2868"
"5430","15909","2868"
"5431","17630","2868"
"5432","11811","4143"
"5433","11812","4143"
"5434","21021","4143"
"5435","20989","4390"
"5436","20562","4390"
"5437","20990","4390"
"5438","14553","5385"
"5439","11880","5385"
"5440","11728","5385"
"5441","11728","2217"
"5442","14553","2217"
"5443","11880","2217"
"5444","13146","2762"
"5445","14338","2762"
"5446","21025","2762"
"5450","4286","1946"
"5451","6362","1946"
"5452","11968","1946"
"5453","7715","4616"
"5454","12915","4616"
"5455","14153","4616"
"5456","16822","3779"
"5457","10392","3779"
"5458","4570","3779"
"5459","12450","1161"
"5460","21041","1161"
"5461","21042","1161"
"5468","10968","5897"
"5469","115","5897"
"5470","10969","5897"
"5472","14135","5797"
"5473","21051","5797"
"5474","21052","5797"
"5481","21057","8520"
"5482","18388","8520"
"5483","21058","8520"
"5494","13872","8526"
"5498","21106","8527"
"5499","21107","8527"
"5500","21105","8527"
"5504","11447","4509"
"5505","12363","4509"
"5506","1045","4509"
"5510","21117","6901"
"5511","21118","6901"
"5512","10155","6901"
"5516","2886","6957"
"5517","10419","6957"
"5518","10484","6957"
"5522","11829","2555"
"5523","1080","2555"
"5524","21125","2555"
"5531","21130","6329"
"5532","21131","6329"
"5533","21132","6329"
"5537","10313","2514"
"5538","6849","2514"
"5539","6193","2514"
"5540","20830","5576"
"5541","20831","5576"
"5542","17912","5576"
"5543","11354","6276"
"5544","4407","6276"
"5545","8497","6276"
"5561","3805","4070"
"5562","14553","4070"
"5563","17443","4070"
"5564","21156","6776"
"5568","10969","4957"
"5569","11694","4957"
"5570","4936","4957"
"5571","10969","6474"
"5572","11694","6474"
"5573","4936","6474"
"5583","2896","6311"
"5584","10303","6311"
"5585","10304","6311"
"5586","21172","2379"
"5587","21173","2379"
"5588","7489","2379"
"5592","8848","189"
"5593","21174","189"
"5594","21175","189"
"5595","21179","2359"
"5596","10526","2359"
"5597","21180","2359"
"5598","13081","629"
"5599","2060","629"
"5600","2257","629"
"5604","13146","3035"
"5605","6516","3035"
"5606","21189","3035"
"5607","21193","5563"
"5608","3349","5563"
"5609","21194","5563"
"5610","4898","2200"
"5611","14282","2200"
"5612","21196","2200"
"5614","21198","6628"
"5615","10442","6628"
"5616","10443","6628"
"5617","2788","1494"
"5618","21201","1494"
"5619","21202","1494"
"5623","21209","591"
"5624","10761","591"
"5625","21210","591"
"5626","12354","3359"
"5627","12355","3359"
"5628","11728","3359"
"5632","12513","1937"
"5633","12514","1937"
"5634","12515","1937"
"5638","12705","3660"
"5639","8848","3660"
"5640","16063","3660"
"5641","4898","5845"
"5642","18906","5845"
"5643","21217","5845"
"5651","21231","2667"
"5652","21232","2667"
"5653","15745","2667"
"5654","11669","1896"
"5655","15158","1896"
"5656","21235","1896"
"5660","21237","3801"
"5661","21238","3801"
"5662","21239","3801"
"5666","6506","6193"
"5667","133","6193"
"5668","21245","6193"
"5670","21248","4250"
"5680","21259","5494"
"5681","2337","4268"
"5682","13394","4268"
"5683","21265","4268"
"5693","21276","1930"
"5694","21277","1930"
"5695","13509","1930"
"5696","161","187"
"5697","11696","187"
"5698","11697","187"
"5699","4898","6196"
"5700","21285","6196"
"5701","21286","6196"
"5702","12026","3668"
"5703","18851","3668"
"5704","18852","3668"
"5705","2337","5206"
"5706","14791","5206"
"5707","15300","5206"
"5720","21303","1920"
"5721","7715","1920"
"5722","21304","1920"
"5723","18317","4069"
"5724","5506","4069"
"5725","21308","4069"
"5726","18317","3823"
"5727","21313","3823"
"5728","21308","3823"
"5729","11198","3425"
"5730","21315","3425"
"5731","21316","3425"
"5744","21332","6703"
"5745","21333","6703"
"5746","5740","6703"
"5747","11728","3535"
"5748","11879","3535"
"5749","11880","3535"
"5753","11728","2047"
"5754","12915","2047"
"5755","15300","2047"
"5759","21339","806"
"5760","12430","806"
"5761","6295","806"
"5765","4344","340"
"5766","14373","340"
"5767","14054","340"
"5771","13081","3992"
"5772","11648","3992"
"5773","10392","3992"
"5777","11091","5223"
"5778","10623","5223"
"5779","20926","5223"
"5780","18317","3029"
"5781","18318","3029"
"5782","21357","3029"
"5786","13401","3560"
"5787","10352","3560"
"5788","21303","3560"
"5792","9992","4622"
"5793","7764","4622"
"5794","11429","4622"
"5798","21084","334"
"5799","875","334"
"5800","21367","334"
"5801","21369","4885"
"5802","14678","4885"
"5803","21370","4885"
"5804","10968","4447"
"5805","21373","4447"
"5806","9048","4447"
"5807","11728","126"
"5808","11729","126"
"5809","11447","126"
"5816","21382","8528"
"5817","21383","8528"
"5818","21379","8528"
"5822","21389","6361"
"5823","21390","6361"
"5824","21391","6361"
"5828","21399","4501"
"5829","10935","4501"
"5830","21400","4501"
"5831","1099","4976"
"5832","6298","4976"
"5833","20788","4976"
"5834","21406","5349"
"5835","21291","5349"
"5836","3311","5349"
"5837","11447","4330"
"5838","21408","4330"
"5839","7472","4330"
"5840","15839","2690"
"5841","10128","2690"
"5842","18618","2690"
"5843","21117","4346"
"5844","21118","4346"
"5845","10155","4346"
"5846","14795","5944"
"5847","8757","5944"
"5848","10368","5944"
"5849","133","680"
"5850","10879","680"
"5851","10005","680"
"5852","15300","3263"
"5853","19142","3263"
"5854","21416","3263"
"5855","21418","5051"
"5856","21419","5051"
"5857","21042","5051"
"5867","21420","2291"
"5868","14311","2291"
"5869","15839","2291"
"5870","21423","280"
"5871","21424","280"
"5872","16362","280"
"5873","21430","1567"
"5874","10057","1567"
"5875","11241","1567"
"5876","13151","5491"
"5877","13153","5491"
"5878","21433","5491"
"5888","13151","3910"
"5889","21437","3910"
"5890","4409","3910"
"5891","13358","3589"
"5892","21440","3589"
"5893","21441","3589"
"5894","14140","7816"
"5895","11315","7816"
"5896","15532","7816"
"5897","2878","6795"
"5898","21447","6795"
"5899","15901","6795"
"5900","2878","2109"
"5901","12430","2109"
"5902","13456","2109"
"5906","13279","179"
"5907","6657","179"
"5908","21451","179"
"5909","20794","5093"
"5910","12648","5093"
"5911","7477","5093"
"5915","11811","4064"
"5916","11812","4064"
"5917","21464","4064"
"5918","20859","4954"
"5919","13279","4954"
"5920","21465","4954"
"5921","10935","4854"
"5922","10442","4854"
"5923","3000","4854"
"5924","21470","8530"
"5925","21471","8530"
"5926","21472","8530"
"5930","15481","791"
"5931","3254","791"
"5932","8015","791"
"5936","15481","6148"
"5937","3254","6148"
"5938","8015","6148"
"5942","13838","2535"
"5943","15481","2535"
"5944","3254","2535"
"5945","3254","766"
"5946","8015","766"
"5947","6515","766"
"5948","3254","8157"
"5949","17938","8157"
"5950","8015","8157"
"5957","16525","8061"
"5958","16526","8061"
"5959","17512","8061"
"5963","21491","3329"
"5964","11880","3329"
"5965","13839","3329"
"5966","21369","3805"
"5967","14678","3805"
"5968","21494","3805"
"5971","10058","8199"
"5972","18195","8199"
"5979","21503","2224"
"5980","20572","2224"
"5981","21504","2224"
"5982","21507","2800"
"5983","21508","2800"
"5984","21506","2800"
"5988","21513","1636"
"5989","2949","1636"
"5990","9992","1004"
"5991","14186","1004"
"5992","13151","1004"
"5996","11737","6222"
"5997","21523","6222"
"5998","21524","6222"
"5999","2755","1998"
"6000","2083","1998"
"6001","7475","1998"
"6002","14791","1958"
"6003","2337","1958"
"6004","18434","1958"
"6024","4147","6954"
"6025","13153","2237"
"6026","14186","2237"
"6027","13151","2237"
"6028","10565","923"
"6029","21538","923"
"6030","21539","923"
"6031","20572","1888"
"6032","21542","1888"
"6033","21543","1888"
"6034","13023","865"
"6035","12354","865"
"6036","21547","865"
"6037","11955","684"
"6038","12147","684"
"6039","13101","684"
"6040","12968","4340"
"6041","21554","4340"
"6042","13377","4340"
"6043","21560","6840"
"6044","21561","6840"
"6045","14156","6840"
"6046","4296","2543"
"6047","21563","2543"
"6048","21564","2543"
"6049","5223","5379"
"6050","11893","5379"
"6051","5376","5379"
"6052","16339","3169"
"6053","21571","3169"
"6054","21572","3169"
"6055","11198","3617"
"6056","1080","3617"
"6057","11199","3617"
"6058","11186","3733"
"6059","21574","3733"
"6060","11841","3733"
"6070","11186","5198"
"6071","11187","5198"
"6072","11188","5198"
"6073","14553","3530"
"6074","11880","3530"
"6075","11728","3530"
"6076","4630","386"
"6077","7500","386"
"6078","21582","386"
"6079","6356","1758"
"6080","10603","1758"
"6081","11879","1758"
"6082","6356","6720"
"6083","10603","6720"
"6084","11879","6720"
"6085","6356","1025"
"6086","10603","1025"
"6087","11669","1025"
"6088","6356","3731"
"6089","10603","3731"
"6090","11669","3731"
"6094","6356","8239"
"6095","10603","8239"
"6096","15158","8239"
"6097","6356","5386"
"6098","10603","5386"
"6099","21142","5386"
"6100","17744","4469"
"6101","21594","4469"
"6102","21595","4469"
"6103","17744","5947"
"6104","21599","5947"
"6105","21600","5947"
"6106","21606","4148"
"6107","21607","4148"
"6108","21608","4148"
"6109","17744","2249"
"6110","21594","2249"
"6111","17505","2249"
"6118","21619","5904"
"6119","21620","5904"
"6120","17744","5904"
"6121","21627","7124"
"6122","21628","7124"
"6123","21629","7124"
"6124","16190","4799"
"6125","1185","4799"
"6126","21635","4799"
"6130","21649","122"
"6131","21650","122"
"6132","21651","122"
"6133","21656","2580"
"6134","21658","2580"
"6135","21659","2580"
"6136","13794","3000"
"6137","14276","3000"
"6138","21664","3000"
"6141","10442","6376"
"6142","10443","6376"
"6143","10442","2318"
"6144","10443","2318"
"6148","21671","6995"
"6149","133","6995"
"6150","21672","6995"
"6153","21676","1148"
"6154","21677","1148"
"6155","21683","1348"
"6156","20010","1348"
"6157","2945","1348"
"6158","14538","2592"
"6159","13381","2592"
"6160","11728","2592"
"6164","11728","4408"
"6165","13381","4408"
"6166","14540","4408"
"6173","2635","4283"
"6174","21687","4283"
"6175","13376","4283"
"6176","9287","3373"
"6177","11841","3373"
"6178","13377","3373"
"6179","9287","77"
"6180","7565","77"
"6181","21695","77"
"6182","9287","5828"
"6183","21699","5828"
"6184","7565","5828"
"6188","19974","2059"
"6189","17132","2059"
"6190","12710","2059"
"6194","21683","1712"
"6195","5857","1712"
"6196","21710","1712"
"6197","11187","2625"
"6198","9376","2625"
"6199","20790","2625"
"6200","5819","3877"
"6201","7754","3877"
"6202","2060","3877"
"6203","16084","3616"
"6204","18818","3616"
"6205","16085","3616"
"6206","1045","3354"
"6207","11069","3354"
"6208","4416","3354"
"6209","21713","5395"
"6210","21714","5395"
"6211","21715","5395"
"6218","2470","6583"
"6219","21718","6583"
"6220","10482","6583"
"6221","13146","5859"
"6222","4237","5859"
"6223","16011","5859"
"6227","5609","2372"
"6228","15310","2372"
"6229","21728","2372"
"6230","10532","2620"
"6231","10533","2620"
"6232","20329","2620"
"6233","17423","3637"
"6234","20580","3637"
"6235","17034","3637"
"6236","17423","8096"
"6237","10526","8096"
"6238","17550","8096"
"6239","5857","3748"
"6240","10731","3748"
"6241","21732","3748"
"6242","5857","2295"
"6243","9564","2295"
"6244","21733","2295"
"6248","10730","4641"
"6249","10731","4641"
"6250","5857","4641"
"6251","10730","74"
"6252","10731","74"
"6253","5857","74"
"6254","10730","5743"
"6255","5857","5743"
"6256","11558","5743"
"6257","10730","6528"
"6258","10731","6528"
"6259","5857","6528"
"6266","17739","8132"
"6267","10730","8132"
"6268","10731","8132"
"6269","15063","1994"
"6270","15064","1994"
"6271","2773","1994"
"6272","2773","8532"
"6273","21747","8532"
"6274","15063","8532"
"6275","14330","150"
"6276","21750","150"
"6277","21751","150"
"6281","10065","7437"
"6282","10062","7437"
"6283","10066","7437"
"6290","19495","1170"
"6291","21758","1170"
"6292","19582","1170"
"6293","2156","4249"
"6294","19582","4249"
"6295","21762","4249"
"6296","19582","5500"
"6297","13673","5500"
"6298","12236","5500"
"6299","2156","5950"
"6300","19582","5950"
"6301","11447","5950"
"6302","11736","6632"
"6303","21767","6632"
"6304","2773","6632"
"6305","19976","8447"
"6306","11736","8447"
"6307","16564","8447"
"6314","21772","3916"
"6315","21773","3916"
"6316","21774","3916"
"6317","12070","6935"
"6318","21780","6935"
"6319","21781","6935"
"6320","12070","775"
"6321","12071","775"
"6322","12072","775"
"6323","21788","8144"
"6324","21786","8144"
"6325","21789","8144"
"6326","21791","6061"
"6327","10935","6061"
"6328","11069","6061"
"6329","10442","811"
"6330","10443","811"
"6331","12091","811"
"6332","21795","5594"
"6333","13528","5594"
"6334","21796","5594"
"6335","21802","2285"
"6336","21803","2285"
"6337","21804","2285"
"6338","21809","2314"
"6339","21810","2314"
"6340","21811","2314"
"6341","11811","6442"
"6342","11812","6442"
"6343","7477","6442"
"6353","5343","3161"
